"","X.2","X.1","...1","X","PG.ProteinGroups","PG.Genes","short.name","GO","sub.cell","description","GO.ID","ConditionNorm_P_0_1","ConditionNorm_P_0_2","ConditionNorm_P_0_3","ConditionNorm_P_300_1","ConditionNorm_P_300_2","ConditionNorm_P_300_3","logFC","AveExpr","t","P.Value","adj.P.Val","B","mass","neglog.adj.P.Val.","TotalPeptidesOverallInGene","P0_Undetected","P300_Undetected","medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3","medians_.ConditionNorm_P_300_1_ConditionNorm_P_300_2_ConditionNorm_P_300_3","Ratio","Ratio_log2"
"166",168,234,234,234,"O94964","SOGA1","SOGA1_HUMAN","extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; insulin receptor signaling pathway [GO:0008286]; negative regulation of gluconeogenesis [GO:0045721]; regulation of autophagy [GO:0010506]","SUBCELLULAR LOCATION: C-terminal 80 kDa form: Secreted {ECO:0000250}. Note=Secreted in primary hepatocyte-conditioned media. {ECO:0000250}.","Protein SOGA1 (SOGA family member 1) (Suppressor of glucose by autophagy) (Suppressor of glucose, autophagy-associated protein 1) [Cleaved into: N-terminal form; C-terminal 80 kDa form (80-kDa SOGA fragment)]","GO:0005615; GO:0008286; GO:0010506; GO:0045721; GO:0070062",1.7405288785706e-05,0.00016292133940051,4.21034897589026e-05,0.132024747372477,0.097314868644171,0.130377017510277,0.119831401136326,0.0599898439408115,11.013715763271,0.00025336459162352,0.00926837993289462,-1.86128726386252,159760,2.03299617175543,21,0,0,4.21034897589026e-05,0.130377017510277,3096.5845885188,11.5964621409451
"167",169,236,236,236,"Q8N5J2","MINDY1","MINY1_HUMAN","nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; cysteine-type carboxypeptidase activity [GO:0016807]; K48-linked polyubiquitin modification-dependent protein binding [GO:0036435]; Lys48-specific deubiquitinase activity [GO:1990380]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]",NA,"Ubiquitin carboxyl-terminal hydrolase MINDY-1 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-1) (Protein FAM63A)","GO:0004843; GO:0005634; GO:0005654; GO:0016604; GO:0016807; GO:0036435; GO:1990380",2.98301739628996e-05,0.00267003201489514,8.98227205077306e-05,0.112616583838875,0.0872301984294224,0.0849826621724256,0.0940132531771191,0.0479365215583481,10.9721923445701,0.00025740962821755,0.00929987693369021,-1.8806827449238,51778,2.03152279847541,5,0,0,8.98227205077306e-05,0.0872301984294224,971.137346278828,9.92353153771865
"168",170,239,239,239,"P54105","CLNS1A","ICLN_HUMAN","cytoskeleton [GO:0005856]; cytosol [GO:0005829]; methylosome [GO:0034709]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; pICln-Sm protein complex [GO:0034715]; plasma membrane [GO:0005886]; protein heterodimerization activity [GO:0046982]; RNA binding [GO:0003723]; cell volume homeostasis [GO:0006884]; chloride transport [GO:0006821]; spliceosomal snRNP assembly [GO:0000387]","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:18984161, ECO:0000269|PubMed:21081503}. Nucleus {ECO:0000269|PubMed:18984161, ECO:0000269|PubMed:21081503}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:18984161}. Note=A small fraction is also associated with the cytoskeleton (PubMed:18984161).","Methylosome subunit pICln (Chloride channel, nucleotide sensitive 1A) (Chloride conductance regulatory protein ICln) (I(Cln)) (Chloride ion current inducer protein) (ClCI) (Reticulocyte pICln)","GO:0000387; GO:0003723; GO:0005634; GO:0005654; GO:0005829; GO:0005856; GO:0005886; GO:0006821; GO:0006884; GO:0034709; GO:0034715; GO:0046982",1e-07,1e-07,1e-07,0.0538441158461122,0.0483352282046154,0.0385787850190541,0.0469192763565939,0.023459738178297,10.9225716719903,0.00026234771928121,0.00938241633760563,-1.90395024966315,26215,2.02768529947318,3,3,0,1e-07,0.0483352282046154,483352.282046154,18.8827155274877
"169",171,240,240,240,"Q9Y2H5","PLEKHA6","PKHA6_HUMAN",NA,NA,"Pleckstrin homology domain-containing family A member 6 (PH domain-containing family A member 6) (Phosphoinositol 3-phosphate-binding protein 3) (PEPP-3)",NA,1e-07,3.48140397027661e-06,1e-07,0.227134773267988,0.215229879487439,0.164354345508648,0.202238438953368,0.101120446611341,10.9155245300895,0.00026305840198894,0.00938241633760563,-1.90726268049011,117128,2.02768529947318,15,2,0,1e-07,0.215229879487439,2152298.79487439,21.037446944598
"170",172,241,241,241,"O95848","NUDT14","NUD14_HUMAN","cytosol [GO:0005829]; ADP-ribose diphosphatase activity [GO:0047631]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; UDP-sugar diphosphatase activity [GO:0008768]; protein N-linked glycosylation via asparagine [GO:0018279]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12429023}.","Uridine diphosphate glucose pyrophosphatase (UDPG pyrophosphatase) (UGPPase) (EC 3.6.1.45) (Nucleoside diphosphate-linked moiety X motif 14) (Nudix motif 14)","GO:0005829; GO:0008768; GO:0018279; GO:0042802; GO:0046872; GO:0047631",1e-07,9.82310832743742e-06,1e-07,0.00806179325530906,0.00770727393437446,0.0103593681079023,0.00870613739641947,0.00435640973431888,10.8583803809809,0.0002689091491607,0.00955129592039691,-1.93419634667603,24118,2.01993769931735,8,2,0,1e-07,0.00806179325530906,80617.9325530906,16.298813165298
"171",173,242,242,242,"P52594","AGFG1","AGFG1_HUMAN","cell projection [GO:0042995]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; neuronal cell body [GO:0043025]; nuclear pore [GO:0005643]; DNA binding [GO:0003677]; GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; acrosome assembly [GO:0001675]; intermediate filament organization [GO:0045109]; membrane organization [GO:0061024]; mRNA export from nucleus [GO:0006406]; multicellular organism development [GO:0007275]; spermatid nucleus differentiation [GO:0007289]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10613896, ECO:0000269|PubMed:7634337}. Cytoplasmic vesicle {ECO:0000269|PubMed:10613896}.","Arf-GAP domain and FG repeat-containing protein 1 (HIV-1 Rev-binding protein) (Nucleoporin-like protein RIP) (Rev-interacting protein) (Rev/Rex activation domain-binding protein)","GO:0001675; GO:0003677; GO:0003723; GO:0005096; GO:0005643; GO:0005829; GO:0006406; GO:0007275; GO:0007289; GO:0031410; GO:0042995; GO:0043025; GO:0043231; GO:0045109; GO:0046872; GO:0061024",0.0002361579917831,0.00026885235464945,9.17584776496361e-05,0.00766226626952489,0.00787103705587859,0.0101528514038294,0.00836312863505023,0.00438048725888585,10.8427157991936,0.0002705407287045,0.00956953982525041,-1.94160252369531,58260,2.01910894583439,7,0,0,0.0002361579917831,0.00787103705587859,33.3295392480631,5.05872946846726
"172",174,243,243,243,"P78332","RBM6","RBM6_HUMAN","nucleus [GO:0005634]; DNA binding [GO:0003677]; RNA binding [GO:0003723]; RNA processing [GO:0006396]","SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.","RNA-binding protein 6 (Lung cancer antigen NY-LU-12) (Protein G16) (RNA-binding motif protein 6) (RNA-binding protein DEF-3)","GO:0003677; GO:0003723; GO:0005634; GO:0006396",0.00013464451365375,1e-07,1e-07,0.0121317655022667,0.00888648910481167,0.00968864158001843,0.0101906838911477,0.00514029011679176,10.8212115519395,0.00027280034238748,0.00960975691702413,-1.95178589192629,128644,2.0172875978601,10,2,0,1e-07,0.00968864158001843,96886.4158001843,16.5640067827385
"173",175,244,244,244,"Q12852","MAP3K12","M3K12_HUMAN","cytoplasm [GO:0005737]; cytosol [GO:0005829]; growth cone [GO:0030426]; membrane [GO:0016020]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; MAP kinase kinase kinase activity [GO:0004709]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; histone phosphorylation [GO:0016572]; intracellular signal transduction [GO:0035556]; JNK cascade [GO:0007254]; MAPK cascade [GO:0000165]; negative regulation of motor neuron apoptotic process [GO:2000672]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.","Mitogen-activated protein kinase kinase kinase 12 (EC 2.7.11.25) (Dual leucine zipper bearing kinase) (DLK) (Leucine-zipper protein kinase) (ZPK) (MAPK-upstream kinase) (MUK) (Mixed lineage kinase)","GO:0000165; GO:0004672; GO:0004674; GO:0004709; GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0006468; GO:0007254; GO:0016020; GO:0016572; GO:0018105; GO:0018107; GO:0019901; GO:0030426; GO:0035556; GO:0042803; GO:0046777; GO:2000672",1e-07,1e-07,1e-07,0.144188367317889,0.116037633157157,0.104770186534451,0.121665295669832,0.060832747834916,10.7850775814023,0.00027664949079139,0.00967506982663457,-1.96893959910666,93219,2.01434589192015,5,3,0,1e-07,0.116037633157157,1160376.33157157,20.1461613433331
"174",176,245,245,245,"O00743","PPP6C","PPP6_HUMAN","cytosol [GO:0005829]; Golgi membrane [GO:0000139]; mitochondrion [GO:0005739]; metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]; COPII vesicle coating [GO:0048208]; G1/S transition of mitotic cell cycle [GO:0000082]; innate immune response [GO:0045087]; protein dephosphorylation [GO:0006470]","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:29053956}. Cytoplasm {ECO:0000269|PubMed:16769727, ECO:0000269|PubMed:17568194}.","Serine/threonine-protein phosphatase 6 catalytic subunit (PP6C) (EC 3.1.3.16) [Cleaved into: Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed]","GO:0000082; GO:0000139; GO:0004722; GO:0005739; GO:0005829; GO:0006470; GO:0045087; GO:0046872; GO:0048208",1e-07,0.00523573000281798,1e-07,0.0317029728558526,0.0415396502719889,0.039223749147165,0.0357434807573962,0.0196170503796374,10.7826081452074,0.00027691496583241,0.00967506982663457,-1.97011385042719,35144,2.01434589192015,7,2,0,1e-07,0.039223749147165,392237.49147165,18.581367914544
"175",177,248,248,248,"Q684P5","RAP1GAP2","RPGP2_HUMAN","centrosome [GO:0005813]; cytosol [GO:0005829]; neuron projection [GO:0043005]; nuclear membrane [GO:0031965]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; GTPase activator activity [GO:0005096]; negative regulation of neuron projection development [GO:0010977]; regulation of cell size [GO:0008361]; regulation of small GTPase mediated signal transduction [GO:0051056]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15632203}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:15632203}.","Rap1 GTPase-activating protein 2 (Rap1GAP2) (GTPase-activating Rap/Ran-GAP domain-like protein 4)","GO:0005096; GO:0005813; GO:0005829; GO:0005886; GO:0008361; GO:0010977; GO:0031965; GO:0043005; GO:0048471; GO:0051056",0.0001313782771069,0.00013230172597983,0.00036920113493788,0.0941515101533413,0.0826845240381077,0.0670301742160671,0.0810777757564972,0.0407498482575901,10.7173096443689,0.00028404937915426,0.00980428502242153,-2.00125512695059,80056,2.00858407177067,7,0,0,0.00013230172597983,0.0826845240381077,624.969352635001,9.28764163413251
"176",178,252,252,252,"Q9GZS1","POLR1E","RPA49_HUMAN","DNA-directed RNA polymerase I complex [GO:0005736]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; RNA polymerase I transcription factor binding [GO:0001179]; positive regulation of gene expression, epigenetic [GO:0045815]; RNA polymerase I transcriptional preinitiation complex assembly [GO:0001188]; termination of RNA polymerase I transcription [GO:0006363]; transcription initiation from RNA polymerase I promoter [GO:0006361]","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849}.","DNA-directed RNA polymerase I subunit RPA49 (RNA polymerase I subunit A49) (DNA-directed RNA polymerase I subunit E) (RNA polymerase I-associated factor 1) (RNA polymerase I-associated factor 53)","GO:0001179; GO:0001188; GO:0001650; GO:0003677; GO:0003899; GO:0005634; GO:0005654; GO:0005730; GO:0005736; GO:0006361; GO:0006363; GO:0045815",5.0347860041441e-05,0.0921938843333735,0.00011321149300929,0.425991665193136,0.411510030572655,0.496940806189113,0.41402835275616,0.237799990940221,10.6249860762818,0.00029452475403141,0.00996702112721753,-2.0455865155519,53962,2.00143462115872,3,0,0,0.00011321149300929,0.425991665193136,3762.79522396352,11.8775890629302
"177",179,254,254,254,"Q9NWZ5","UCKL1","UCKL1_HUMAN","cytosol [GO:0005829]; nucleus [GO:0005634]; ATP binding [GO:0005524]; uridine kinase activity [GO:0004849]; CTP salvage [GO:0044211]; pyrimidine nucleobase metabolic process [GO:0006206]; pyrimidine nucleoside salvage [GO:0043097]; UMP salvage [GO:0044206]; viral process [GO:0016032]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12199906}. Nucleus {ECO:0000269|PubMed:12199906}. Note=EBNA3 induces isoform 1 translocation to the nucleus, whereas it does change isoform 3 location.","Uridine-cytidine kinase-like 1 (EC 2.7.1.48)","GO:0004849; GO:0005524; GO:0005634; GO:0005829; GO:0006206; GO:0016032; GO:0043097; GO:0044206; GO:0044211",1e-07,1e-07,1e-07,0.0401029182852462,0.0562215899785259,0.0467852132366714,0.0477031405001478,0.0238516702500739,10.60060205749,0.00029737002958614,0.00998586545471859,-2.0573546844206,61141,2.00061428973964,5,3,0,1e-07,0.0467852132366714,467852.132366714,18.8356931033705
"178",180,256,256,256,"P60510","PPP4C","PP4C_HUMAN","cytosol [GO:0005829]; microtubule organizing center [GO:0005815]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein phosphatase 4 complex [GO:0030289]; metal ion binding [GO:0046872]; NF-kappaB-inducing kinase activity [GO:0004704]; protein serine/threonine phosphatase activity [GO:0004722]; regulation of double-strand break repair via homologous recombination [GO:0010569]","SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome.","Serine/threonine-protein phosphatase 4 catalytic subunit (PP4C) (Pp4) (EC 3.1.3.16) (Protein phosphatase X) (PP-X)","GO:0004704; GO:0004722; GO:0005634; GO:0005654; GO:0005815; GO:0005829; GO:0005886; GO:0010569; GO:0030289; GO:0046872",0.00152654744672122,0.00012930155942225,0.00014664335284335,0.0832149385072311,0.0904731692627272,0.0645554645136408,0.0788136933082041,0.040007677440431,10.5897874928648,0.00029864270518784,0.00998586545471859,-2.06258201707022,35080,2.00061428973964,3,0,0,0.00014664335284335,0.0832149385072311,567.464783733665,9.14838705282275
"179",181,257,257,257,"O95297","MPZL1","MPZL1_HUMAN","cell surface [GO:0009986]; focal adhesion [GO:0005925]; integral component of plasma membrane [GO:0005887]; structural molecule activity [GO:0005198]; cell-cell signaling [GO:0007267]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.","Myelin protein zero-like protein 1 (Protein zero-related)","GO:0005198; GO:0005887; GO:0005925; GO:0007169; GO:0007267; GO:0009986",0.00104147433738215,9.42405655940191e-05,0.00015382686559655,0.0274870373986201,0.028598946731683,0.0207049875678783,0.0251671433098696,0.0130134189111257,10.5170709707198,0.00030737547879923,0.0102378758697331,-2.09785918224934,29082,1.9897901404057,3,0,0,0.00015382686559655,0.0274870373986201,178.688145871163,7.48130011928484
"180",182,258,258,258,"O15550","KDM6A","KDM6A_HUMAN","histone methyltransferase complex [GO:0035097]; MLL3/4 complex [GO:0044666]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; chromatin DNA binding [GO:0031490]; dioxygenase activity [GO:0051213]; histone demethylase activity [GO:0032452]; histone demethylase activity (H3-K27 specific) [GO:0071558]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; canonical Wnt signaling pathway [GO:0060070]; cardiovascular system development [GO:0072358]; chromatin remodeling [GO:0006338]; heart morphogenesis [GO:0003007]; histone H3-K4 methylation [GO:0051568]; in utero embryonic development [GO:0001701]; mesodermal cell differentiation [GO:0048333]; multicellular organism growth [GO:0035264]; neural tube closure [GO:0001843]; notochord morphogenesis [GO:0048570]; positive regulation of gene expression [GO:0010628]; respiratory system process [GO:0003016]; somite rostral/caudal axis specification [GO:0032525]","SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.","Lysine-specific demethylase 6A (EC 1.14.11.-) (Histone demethylase UTX) (Ubiquitously-transcribed TPR protein on the X chromosome) (Ubiquitously-transcribed X chromosome tetratricopeptide repeat protein)","GO:0000978; GO:0001701; GO:0001843; GO:0003007; GO:0003016; GO:0005634; GO:0005654; GO:0006338; GO:0010628; GO:0031490; GO:0032452; GO:0032525; GO:0035097; GO:0035264; GO:0042802; GO:0044666; GO:0046872; GO:0048333; GO:0048570; GO:0051213; GO:0051568; GO:0060070; GO:0071558; GO:0072358",1e-07,1e-07,1.49543841835761e-05,0.208628944652921,0.252293479958163,0.295101803883436,0.252003024703445,0.126006563813117,10.4897288458742,0.00031073976949011,0.0103098156078889,-2.11118214957886,154177,1.98674910204844,3,2,0,1e-07,0.252293479958163,2522934.79958163,21.2666714924296
"181",183,259,259,259,"Q8N158","GPC2","GPC2_HUMAN","anchored component of plasma membrane [GO:0046658]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; lysosomal lumen [GO:0043202]; plasma membrane [GO:0005886]; heparan sulfate proteoglycan binding [GO:0043395]; glycosaminoglycan biosynthetic process [GO:0006024]; glycosaminoglycan catabolic process [GO:0006027]; neuron differentiation [GO:0030182]; regulation of signal transduction [GO:0009966]; retinoid metabolic process [GO:0001523]; smoothened signaling pathway [GO:0007224]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor, GPI-anchor {ECO:0000250}; Extracellular side {ECO:0000250}.; SUBCELLULAR LOCATION: Secreted glypican-2: Secreted, extracellular space {ECO:0000250}.","Glypican-2 [Cleaved into: Secreted glypican-2]","GO:0001523; GO:0005615; GO:0005783; GO:0005796; GO:0005886; GO:0006024; GO:0006027; GO:0007224; GO:0009966; GO:0030182; GO:0043202; GO:0043395; GO:0046658",0.00014424352208074,2.65922863606958e-05,8.55327468534331e-06,0.0677479215346144,0.0676750944445571,0.0492632590401289,0.0615022953120579,0.0308109440170712,10.3916041306696,0.00032319061797842,0.010681512316198,-2.15926105209396,62830,1.97136725441585,18,0,0,2.65922863606958e-05,0.0676750944445571,2544.9144735664,11.313401457413
"182",184,260,260,260,"Q96N64","PWWP2A","PWP2A_HUMAN","nucleus [GO:0005634]; chromatin binding [GO:0003682]; histone binding [GO:0042393]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:28645917}.","PWWP domain-containing protein 2A","GO:0003682; GO:0005634; GO:0042393",0.00024523616371493,0.00027751016347289,0.00616740105794012,0.134411939090773,0.152096493211886,0.108054442272347,0.129290909063293,0.0668755036600224,10.3770449555296,0.0003250896373981,0.0107029511389529,-2.16643041783574,81960,1.97049645720741,4,0,0,0.00027751016347289,0.134411939090773,484.349608708669,8.91990496593876
"183",185,261,261,261,"Q8IWA4","MFN1","MFN1_HUMAN","integral component of membrane [GO:0016021]; integral component of mitochondrial outer membrane [GO:0031307]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; outer mitochondrial membrane protein complex [GO:0098799]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; GTP metabolic process [GO:0046039]; macroautophagy [GO:0016236]; mitochondrial fusion [GO:0008053]; mitochondrial membrane fusion [GO:1990613]; mitochondrion localization [GO:0051646]","SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:12759376, ECO:0000305|PubMed:27920125}; Multi-pass membrane protein {ECO:0000305|PubMed:12759376}.; SUBCELLULAR LOCATION: Isoform 2: Cytoplasm {ECO:0000269|PubMed:11751411}.","Mitofusin-1 (EC 3.6.5.-) (Fzo homolog) (Transmembrane GTPase MFN1)","GO:0003924; GO:0005525; GO:0005739; GO:0005741; GO:0008053; GO:0016021; GO:0016236; GO:0031307; GO:0046039; GO:0051646; GO:0098799; GO:1990613",0.00216738062025448,2.2125280890141e-05,2.75969018289692e-05,0.056578521810903,0.0618603910602713,0.0437711472040255,0.0533309857574087,0.0274045271463622,10.228142879462,0.00034531765144724,0.0111595068272327,-2.24029169347622,84160,1.95235499777694,10,0,0,2.75969018289692e-05,0.056578521810903,2050.17658002142,11.0015324578807
"184",186,262,262,262,"Q6IEE7","TMEM132E","T132E_HUMAN","integral component of membrane [GO:0016021]","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.","Transmembrane protein 132E","GO:0016021",0.00519156589455286,0.00257359130156002,0.00595723861151061,0.182553909480568,0.176471811109545,0.131444680609984,0.158916001797491,0.08403213283462,10.2239176597284,0.00034591377651037,0.0111595068272327,-2.24240199351453,107094,1.95235499777694,6,0,0,0.00519156589455286,0.176471811109545,33.9920198826147,5.08712418751273
"185",187,263,263,263,"Q9BT67","NDFIP1","NFIP1_HUMAN","cell cortex [GO:0005938]; cell junction [GO:0030054]; dendrite [GO:0030425]; endosome membrane [GO:0010008]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]; synapse [GO:0045202]; WW domain binding [GO:0050699]; cellular iron ion homeostasis [GO:0006879]; metal ion transport [GO:0030001]; negative regulation of gene expression [GO:0010629]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-4 production [GO:0032713]; negative regulation of isotype switching to IgE isotypes [GO:0048294]; negative regulation of protein transport [GO:0051224]; negative regulation of T cell proliferation [GO:0042130]; negative regulation of transporter activity [GO:0032410]; negative regulation of type 2 immune response [GO:0002829]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of protein ubiquitination [GO:0031398]; regulation of isotype switching to IgG isotypes [GO:0048302]; regulation of lymphocyte differentiation [GO:0045619]; regulation of myeloid leukocyte differentiation [GO:0002761]; vacuolar transport [GO:0007034]","SUBCELLULAR LOCATION: Endosome membrane {ECO:0000269|PubMed:20534535}; Multi-pass membrane protein {ECO:0000269|PubMed:20534535}. Golgi apparatus membrane {ECO:0000269|PubMed:26363003}. Cell junction, synapse, synaptosome {ECO:0000250|UniProtKB:Q8R0W6}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q5U2S1}. Secreted {ECO:0000269|PubMed:18819914}. Note=Detected in exosomes and secreted via the exosomal pathway (PubMed:18819914).","NEDD4 family-interacting protein 1 (Breast cancer-associated protein SGA-1M) (NEDD4 WW domain-binding protein 5) (Putative MAPK-activating protein PM13) (Putative NF-kappa-B-activating protein 164) (Putative NFKB and MAPK-activating protein)","GO:0000139; GO:0002761; GO:0002829; GO:0005576; GO:0005794; GO:0005938; GO:0006879; GO:0007034; GO:0010008; GO:0010629; GO:0016021; GO:0030001; GO:0030054; GO:0030425; GO:0031398; GO:0032410; GO:0032713; GO:0042130; GO:0043123; GO:0045202; GO:0045619; GO:0045732; GO:0048294; GO:0048302; GO:0048471; GO:0050699; GO:0050728; GO:0051224",8.23983532007742e-05,0.00010823959925057,0.00010580584622442,0.151922122766746,0.111013719722885,0.154854662824337,0.139164687171764,0.0696811581854405,10.2192212361938,0.00034657786085995,0.0111595068272327,-2.24474858047181,24899,1.95235499777694,3,0,0,0.00010580584622442,0.151922122766746,1435.85754651507,10.4876969090802
"186",188,264,264,264,"P13489","RNH1","RINI_HUMAN","angiogenin-PRI complex [GO:0032311]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; ribonuclease inhibitor activity [GO:0008428]; mRNA catabolic process [GO:0006402]; regulation of angiogenesis [GO:0045765]","SUBCELLULAR LOCATION: Cytoplasm.","Ribonuclease inhibitor (Placental ribonuclease inhibitor) (Placental RNase inhibitor) (Ribonuclease/angiogenin inhibitor 1) (RAI)","GO:0005654; GO:0005829; GO:0006402; GO:0008428; GO:0032311; GO:0045765; GO:0070062",4.13039557279289e-05,0.0001464729103836,0.00013512021842477,0.041898561045602,0.0416785481023861,0.0302419969036264,0.0378320696556927,0.0190236671893585,10.2108974418063,0.00034775870019762,0.0111595068272327,-2.24891003846769,49973,1.95235499777694,9,0,0,0.00013512021842477,0.0416785481023861,308.455304382084,8.26891764570414
"187",189,265,265,265,"P04843","RPN1","RPN1_HUMAN","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; melanosome [GO:0042470]; membrane [GO:0016020]; oligosaccharyltransferase complex [GO:0008250]; rough endoplasmic reticulum [GO:0005791]; dolichyl-diphosphooligosaccharide-protein glycotransferase activity [GO:0004579]; RNA binding [GO:0003723]; cellular protein modification process [GO:0006464]; protein N-linked glycosylation via asparagine [GO:0018279]","SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000250|UniProtKB:E2RQ08, ECO:0000250|UniProtKB:Q9GMB0}. Endoplasmic reticulum membrane; Single-pass type I membrane protein {ECO:0000305}. Melanosome. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV.","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I) (RPN-I) (Ribophorin-1)","GO:0003723; GO:0004579; GO:0005783; GO:0005789; GO:0005791; GO:0005829; GO:0006464; GO:0008250; GO:0016020; GO:0016021; GO:0018279; GO:0042470",0.00052957679497513,0.00030845316993582,0.00018977161995428,0.0377232932949376,0.0350666278351542,0.0266404463647892,0.0328008553033386,0.0167430281799577,10.1964121110188,0.0003498253950699,0.0111595068272327,-2.25615939153844,68569,1.95235499777694,15,0,0,0.00030845316993582,0.0350666278351542,113.685418899895,6.82890341823725
