"","X.2","X.1","...1","X","PG.ProteinGroups","PG.Genes","short.name","GO","sub.cell","description","GO.ID","ConditionNorm_P_0_1","ConditionNorm_P_0_2","ConditionNorm_P_0_3","ConditionNorm_P_300_2_1","ConditionNorm_P_300_2_2","ConditionNorm_P_300_2_3","logFC","AveExpr","t","P.Value","adj.P.Val","B","mass","neglog.adj.P.Val.","TotalPeptidesOverallInGene","P0_Undetected","P300_24h_Undetected","medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3","medians_.ConditionNorm_P_300_2_1_ConditionNorm_P_300_2_2_ConditionNorm_P_300_2_3","Ratio","Ratio_log2"
"127",132,180,180,180,"Q6NT76","HMBOX1","HMBX1_HUMAN","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; double-stranded telomeric DNA binding [GO:0003691]; identical protein binding [GO:0042802]; protein-containing complex binding [GO:0044877]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; sequence-specific DNA binding [GO:0043565]; telomeric DNA binding [GO:0042162]; transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0001227]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of chromatin binding [GO:0035563]; positive regulation of telomerase activity [GO:0051973]; positive regulation of telomere maintenance via telomerase [GO:0032212]; positive regulation of transcription, DNA-templated [GO:0045893]; RNA-dependent DNA biosynthetic process [GO:0006278]; transcription, DNA-templated [GO:0006351]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16825764}. Cytoplasm {ECO:0000269|PubMed:16825764}. Note=Predominantly detected in cytoplasm. {ECO:0000269|PubMed:16825764}.; SUBCELLULAR LOCATION: Isoform 5: Nucleus {ECO:0000269|PubMed:19757162}. Cytoplasm {ECO:0000269|PubMed:19757162}.","Homeobox-containing protein 1","GO:0000122; GO:0000784; GO:0000981; GO:0001227; GO:0003691; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006278; GO:0006351; GO:0016604; GO:0032212; GO:0035563; GO:0042162; GO:0042802; GO:0043565; GO:0044877; GO:0045892; GO:0045893; GO:0051973",0.00050238485901315,0.0005917652327168,0.00026274495565716,0.237558535518568,0.164020490644152,0.197422845748304,0.199214992287879,0.100059794493068,9.72933579288104,0.00042895432932026,0.0203991614387859,-2.73121816391826,47278,1.69038768502475,6,0,0,0.00050238485901315,0.197422845748304,392.97132906455,8.61828024799581
"128",133,181,181,181,"Q96I51","RCC1L","RCC1L_HUMAN","RNA binding [GO:0003723]","SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:28608466, ECO:0000269|PubMed:28746876}. Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q9CYF5}.","RCC1-like G exchanging factor-like protein (RCC1-like) (Williams-Beuren syndrome chromosomal region 16 protein)","GO:0003723",2.15234915930862e-05,1e-07,1e-07,0.0838305813000864,0.0578105362088389,0.0692664266144759,0.070295273543936,0.0351548779358324,9.69314938563472,0.00043564371207468,0.0206028186483938,-2.75014442968127,49997,1.68607336022771,3,2,0,1e-07,0.0692664266144759,692664.266144759,19.4017967229986
"129",135,184,184,184,"Q92925","SMARCD2","SMRD2_HUMAN","nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; protein-containing complex [GO:0032991]; SWI/SNF complex [GO:0016514]; transcription coactivator activity [GO:0003713]; ATP-dependent chromatin remodeling [GO:0043044]; chromatin remodeling [GO:0006338]; nucleosome disassembly [GO:0006337]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription, DNA-templated [GO:0006351]","SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 (60 kDa BRG-1/Brm-associated factor subunit B) (BRG1-associated factor 60B) (BAF60B)","GO:0000790; GO:0003713; GO:0005654; GO:0006337; GO:0006338; GO:0006351; GO:0006357; GO:0016514; GO:0032991; GO:0043044",0.00042730487741304,0.00097743647947195,0.00088735315562849,0.1861521710854,0.127382005799935,0.155365914787401,0.155535999053407,0.0785320310308748,9.51417144512041,0.00047066932813754,0.021896355700312,-2.84471138088498,58921,1.65962816054551,4,0,0,0.00088735315562849,0.155365914787401,175.089155655686,7.45194592136886
"130",136,185,185,185,"Q13569","TDG","TDG_HUMAN","nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; PML body [GO:0016605]; ATP binding [GO:0005524]; chloride ion binding [GO:0031404]; damaged DNA binding [GO:0003684]; DNA binding [GO:0003677]; DNA N-glycosylase activity [GO:0019104]; double-stranded DNA binding [GO:0003690]; G/U mismatch-specific uracil-DNA glycosylase activity [GO:0043739]; magnesium ion binding [GO:0000287]; mismatched DNA binding [GO:0030983]; protein domain specific binding [GO:0019904]; protein homodimerization activity [GO:0042803]; protein kinase C binding [GO:0005080]; protein self-association [GO:0043621]; pyrimidine-specific mismatch base pair DNA N-glycosylase activity [GO:0008263]; RNA polymerase II transcription cofactor activity [GO:0001104]; sodium ion binding [GO:0031402]; SUMO binding [GO:0032183]; transcription factor binding [GO:0008134]; uracil DNA N-glycosylase activity [GO:0004844]; base-excision repair [GO:0006284]; base-excision repair, AP site formation [GO:0006285]; chromatin organization [GO:0006325]; depyrimidination [GO:0045008]; DNA demethylation [GO:0080111]; embryo development [GO:0009790]; mismatch repair [GO:0006298]; negative regulation of chromatin binding [GO:0035562]; negative regulation of protein binding [GO:0032091]; negative regulation of transcription by RNA polymerase II [GO:0000122]; oxidative DNA demethylation [GO:0035511]; regulation of DNA N-glycosylase activity [GO:1902544]; regulation of gene expression, epigenetic [GO:0040029]; transcription, DNA-templated [GO:0006351]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:8662714}.","G/T mismatch-specific thymine DNA glycosylase (EC 3.2.2.29) (Thymine-DNA glycosylase) (hTDG)","GO:0000122; GO:0000287; GO:0001104; GO:0003677; GO:0003684; GO:0003690; GO:0004844; GO:0005080; GO:0005524; GO:0005634; GO:0005654; GO:0005886; GO:0006284; GO:0006285; GO:0006298; GO:0006325; GO:0006351; GO:0008134; GO:0008263; GO:0009790; GO:0016605; GO:0019104; GO:0019904; GO:0030983; GO:0031402; GO:0031404; GO:0032091; GO:0032183; GO:0035511; GO:0035562; GO:0040029; GO:0042803; GO:0043621; GO:0043739; GO:0045008; GO:0080111; GO:1902544",0.014080469523151,0.00215523083486056,0.0041968514244679,0.180105541938444,0.13471373789629,0.134199782411311,0.142862170154522,0.0782419356714206,9.47379700504898,0.00047904098986689,0.0221653560716789,-2.86626773737684,46053,1.65432528765708,4,0,0,0.0041968514244679,0.13471373789629,32.0987626845451,5.00444578154101
"131",137,187,187,187,"Q9Y2H5","PLEKHA6","PKHA6_HUMAN",NA,NA,"Pleckstrin homology domain-containing family A member 6 (PH domain-containing family A member 6) (Phosphoinositol 3-phosphate-binding protein 3) (PEPP-3)",NA,1e-07,3.48140397027661e-06,1e-07,0.16522896741332,0.127058028087184,0.115828772206248,0.136037362100927,0.0680199081851202,9.44680551022153,0.00048473934998143,0.0221847475324012,-2.8807253900845,117128,1.65394550929175,15,2,0,1e-07,0.127058028087184,1270580.28087184,20.2770561034377
"132",138,188,188,188,"Q9ULP9","TBC1D24","TBC24_HUMAN","cell junction [GO:0030054]; cytoplasm [GO:0005737]; neuromuscular junction [GO:0031594]; plasma membrane [GO:0005886]; terminal bouton [GO:0043195]; GTPase activator activity [GO:0005096]; neuron projection development [GO:0031175]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:20727515}. Note=Partially expressed at the plasma membrane.","TBC1 domain family member 24","GO:0005096; GO:0005737; GO:0005886; GO:0030054; GO:0031175; GO:0031594; GO:0043195",7.15869373540763e-05,8.76224016150518e-05,0.00013915000974147,0.0079937742303303,0.00756437025100295,0.0055268156982318,0.00692886694361815,0.00356388658804594,9.43510570356173,0.00048723510935647,0.0221847475324012,-2.88700389978136,62919,1.65394550929175,17,0,0,8.76224016150518e-05,0.00756437025100295,86.3291819395137,6.43177641237917
"133",139,190,190,190,"A1L0T0","ILVBL","ILVBL_HUMAN","integral component of membrane [GO:0016021]; membrane [GO:0016020]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]; transferase activity [GO:0016740]","SUBCELLULAR LOCATION: Membrane; Single-pass membrane protein.","Acetolactate synthase-like protein (EC 2.2.1.-) (IlvB-like protein)","GO:0000287; GO:0016020; GO:0016021; GO:0016740; GO:0030976",0.00013463481934808,0.00085310873572574,7.69649787491257e-05,0.0349035572391391,0.0237371458154781,0.0312187673955298,0.029598253972108,0.0151540298306616,9.32689372263359,0.00051107946722493,0.0230254749444495,-2.94541120101512,67868,1.63779140288459,8,0,0,0.00013463481934808,0.0312187673955298,231.877366840876,7.85721819759837
"134",140,191,191,191,"Q9H1A3","METTL9","METL9_HUMAN",NA,NA,"Methyltransferase-like protein 9 (DORA reverse strand protein) (DREV) (DREV1)",NA,0.0005182472150884,1e-07,1e-07,0.0501909805715116,0.034154258471975,0.0411422348950949,0.0416563422411644,0.021000986858945,9.30976428541137,0.00051498354427371,0.0230798907800158,-2.95471304270128,36536,1.63676625070472,4,2,0,1e-07,0.0411422348950949,411422.348950949,18.6502606393375
"135",141,193,193,193,"Q9UMN6","KMT2B","KMT2B_HUMAN","histone methyltransferase complex [GO:0035097]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA binding transcription factor activity [GO:0003700]; histone methyltransferase activity (H3-K4 specific) [GO:0042800]; histone-lysine N-methyltransferase activity [GO:0018024]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; zinc ion binding [GO:0008270]; chromatin-mediated maintenance of transcription [GO:0048096]; gene silencing [GO:0016458]; histone H3-K4 methylation [GO:0051568]; histone H3-K4 trimethylation [GO:0080182]; memory [GO:0007613]; oocyte differentiation [GO:0009994]; ovarian follicle development [GO:0001541]; ovulation [GO:0030728]; regulation of histone H3-K4 methylation [GO:0051569]; regulation of megakaryocyte differentiation [GO:0045652]; transcription, DNA-templated [GO:0006351]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.","Histone-lysine N-methyltransferase 2B (Lysine N-methyltransferase 2B) (EC 2.1.1.43) (Myeloid/lymphoid or mixed-lineage leukemia protein 4) (Trithorax homolog 2) (WW domain-binding protein 7) (WBP-7)","GO:0000981; GO:0001541; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0006351; GO:0007613; GO:0008270; GO:0009994; GO:0016458; GO:0018024; GO:0030728; GO:0035097; GO:0042800; GO:0045652; GO:0048096; GO:0051568; GO:0051569; GO:0080182",1e-07,1e-07,1e-07,0.0869061773224839,0.0587162740719823,0.0722130416278233,0.0726117310074298,0.0363059655037149,9.26107483803115,0.00052628143481077,0.0232555793148594,-2.98123784530144,293515,1.63347283739895,7,3,0,1e-07,0.0722130416278233,722130.416278233,19.4618998848552
"136",142,194,194,194,"Q9P2S2","NRXN2","NRX2A_HUMAN","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; calcium channel regulator activity [GO:0005246]; cell adhesion molecule binding [GO:0050839]; metal ion binding [GO:0046872]; neuroligin family protein binding [GO:0097109]; transmembrane signaling receptor activity [GO:0004888]; adult behavior [GO:0030534]; chemical synaptic transmission [GO:0007268]; gephyrin clustering involved in postsynaptic density assembly [GO:0097116]; neuroligin clustering involved in postsynaptic membrane assembly [GO:0097118]; neuron cell-cell adhesion [GO:0007158]; neurotransmitter secretion [GO:0007269]; postsynaptic density protein 95 clustering [GO:0097119]; postsynaptic membrane assembly [GO:0097104]; signal transduction [GO:0007165]; social behavior [GO:0035176]; synapse assembly [GO:0007416]; vocal learning [GO:0042297]; vocalization behavior [GO:0071625]","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.","Neurexin-2 (Neurexin II-alpha) (Neurexin-2-alpha)","GO:0004888; GO:0005246; GO:0005886; GO:0007158; GO:0007165; GO:0007268; GO:0007269; GO:0007416; GO:0016021; GO:0030534; GO:0035176; GO:0042297; GO:0046872; GO:0050839; GO:0071625; GO:0097104; GO:0097109; GO:0097116; GO:0097118; GO:0097119; GO:0098793",0.00032730805896553,0.00011722938713364,0.00026843055994615,0.103211962005134,0.0774340770700507,0.0728519060078085,0.0842616590256492,0.0423684855148397,9.25779206401163,0.00052705401718256,0.0232555793148594,-2.98303075547195,184982,1.63347283739895,14,0,0,0.00026843055994615,0.0774340770700507,288.469677541874,8.17227586788615
"137",143,195,195,195,"Q08379","GOLGA2","GOGA2_HUMAN","cis-Golgi network [GO:0005801]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; microtubule [GO:0005874]; mitotic spindle [GO:0072686]; spindle pole [GO:0000922]; cadherin binding [GO:0045296]; identical protein binding [GO:0042802]; importin-alpha family protein binding [GO:0061676]; microtubule binding [GO:0008017]; protein kinase binding [GO:0019901]; syntaxin binding [GO:0019905]; asymmetric cell division [GO:0008356]; centrosome cycle [GO:0007098]; COPII vesicle coating [GO:0048208]; ER to Golgi vesicle-mediated transport [GO:0006888]; Golgi disassembly [GO:0090166]; Golgi ribbon formation [GO:0090161]; microtubule nucleation [GO:0007020]; mitotic spindle assembly [GO:0090307]; negative regulation of autophagy [GO:0010507]; negative regulation of protein binding [GO:0032091]; positive regulation of protein glycosylation [GO:0060050]; positive regulation of ubiquitin protein ligase activity [GO:1904668]; protein glycosylation [GO:0006486]; protein homotetramerization [GO:0051289]; spindle assembly [GO:0051225]; spindle assembly involved in meiosis [GO:0090306]","SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network membrane {ECO:0000269|PubMed:11781572}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q62839}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000269|PubMed:26165940}. Note=Peripheral membrane protein associated with cis-Golgi stacks (By similarity). Associates with the mitotic spindle during mitosis (PubMed:26165940). {ECO:0000250|UniProtKB:Q62839, ECO:0000269|PubMed:26165940}.","Golgin subfamily A member 2 (130 kDa cis-Golgi matrix protein) (GM130) (GM130 autoantigen) (Golgin-95)","GO:0000137; GO:0000139; GO:0000922; GO:0005794; GO:0005801; GO:0005874; GO:0006486; GO:0006888; GO:0007020; GO:0007098; GO:0008017; GO:0008356; GO:0010507; GO:0019901; GO:0019905; GO:0030134; GO:0032091; GO:0032580; GO:0033116; GO:0042802; GO:0045296; GO:0048208; GO:0051225; GO:0051289; GO:0060050; GO:0061676; GO:0072686; GO:0090161; GO:0090166; GO:0090306; GO:0090307; GO:1904668",1e-07,1e-07,1e-07,0.0789819522760152,0.0704901272886645,0.102063491964052,0.0838450905095772,0.0419226452547886,9.22797854008966,0.00053413430978789,0.0233793380654392,-2.99933998884565,113086,1.63116778909363,17,3,0,1e-07,0.0789819522760152,789819.522760152,19.591163503214
"138",144,196,196,196,"Q9H832","UBE2Z","UBE2Z_HUMAN","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin protein ligase binding [GO:0031625]; apoptotic process [GO:0006915]; positive regulation of apoptotic process [GO:0043065]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17160626}. Nucleus {ECO:0000269|PubMed:17160626}.","Ubiquitin-conjugating enzyme E2 Z (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Z) (Uba6-specific E2 conjugating enzyme 1) (Use1) (Ubiquitin carrier protein Z) (Ubiquitin-protein ligase Z)","GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006511; GO:0006915; GO:0016567; GO:0031625; GO:0043065; GO:0061630; GO:0061631",0.00130598590250801,0.0023501895477358,0.00249539396727966,0.169056335075429,0.126535804739014,0.186731153184178,0.158723907860366,0.0814124770693573,9.22302770386552,0.00053532129215257,0.0233793380654392,-3.00205291143287,38210,1.63116778909363,9,0,0,0.0023501895477358,0.169056335075429,71.9330639685211,6.16858315148831
"139",145,197,197,197,"Q8WUD1","RAB2B","RAB2B_HUMAN","endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; positive regulation of exocytosis [GO:0045921]; protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305}. Golgi apparatus membrane {ECO:0000305}.","Ras-related protein Rab-2B","GO:0000139; GO:0003924; GO:0005525; GO:0005789; GO:0005886; GO:0015031; GO:0016192; GO:0045921; GO:0070062; GO:0098793",1e-07,1e-07,2.83519651078727e-05,0.0126765339135805,0.0185618443446016,0.0177252126709662,0.0163116796546802,0.0081653571490427,9.20991822267151,0.0005384799474069,0.0233979104050919,-3.00924290811142,24214,1.6308229263531,7,2,0,1e-07,0.0177252126709662,177252.126709662,17.4354434117751
"140",147,199,199,199,"P12270","TPR","TPR_HUMAN","cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; extrinsic component of membrane [GO:0019898]; kinetochore [GO:0000776]; mitotic spindle [GO:0072686]; nuclear envelope [GO:0005635]; nuclear inclusion body [GO:0042405]; nuclear membrane [GO:0031965]; nuclear periphery [GO:0034399]; nuclear pore [GO:0005643]; nuclear pore nuclear basket [GO:0044615]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; dynein complex binding [GO:0070840]; heat shock protein binding [GO:0031072]; mitogen-activated protein kinase binding [GO:0051019]; mRNA binding [GO:0003729]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; structural constituent of nuclear pore [GO:0017056]; tubulin binding [GO:0015631]; cell division [GO:0051301]; cellular response to heat [GO:0034605]; cellular response to interferon-alpha [GO:0035457]; mitotic spindle assembly checkpoint [GO:0007094]; mRNA export from nucleus [GO:0006406]; mRNA export from nucleus in response to heat stress [GO:0031990]; negative regulation of RNA export from nucleus [GO:0046832]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of translational initiation [GO:0045947]; nuclear pore organization [GO:0006999]; positive regulation of heterochromatin assembly [GO:0031453]; positive regulation of intracellular protein transport [GO:0090316]; positive regulation of mitotic cell cycle spindle assembly checkpoint [GO:0090267]; positive regulation of protein export from nucleus [GO:0046827]; positive regulation of protein import into nucleus [GO:0042307]; protein import into nucleus [GO:0006606]; regulation of mitotic sister chromatid separation [GO:0010965]; regulation of mitotic spindle assembly [GO:1901673]; response to epidermal growth factor [GO:0070849]; RNA export from nucleus [GO:0006405]; RNA import into nucleus [GO:0006404]; viral process [GO:0016032]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12802065}. Nucleus membrane {ECO:0000269|PubMed:11514627, ECO:0000269|PubMed:11952838, ECO:0000269|PubMed:18794356, ECO:0000269|PubMed:9024684, ECO:0000269|PubMed:9828100, ECO:0000269|PubMed:9864356}; Peripheral membrane protein {ECO:0000269|PubMed:11514627, ECO:0000269|PubMed:9024684, ECO:0000269|PubMed:9828100, ECO:0000269|PubMed:9864356}; Nucleoplasmic side {ECO:0000269|PubMed:11514627, ECO:0000269|PubMed:9024684, ECO:0000269|PubMed:9828100, ECO:0000269|PubMed:9864356}. Nucleus envelope {ECO:0000269|PubMed:12424524, ECO:0000269|PubMed:7798308}. Nucleus, nuclear pore complex {ECO:0000269|PubMed:11514627, ECO:0000269|PubMed:11839768, ECO:0000269|PubMed:12802065, ECO:0000269|PubMed:15229283, ECO:0000269|PubMed:18981471, ECO:0000269|PubMed:7798308, ECO:0000269|PubMed:9024684, ECO:0000269|PubMed:9828100, ECO:0000269|PubMed:9864356}. Cytoplasm {ECO:0000269|PubMed:11952838, ECO:0000269|PubMed:12802065}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:19273613}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:18981471}. Nucleus membrane {ECO:0000269|PubMed:12802065, ECO:0000269|PubMed:15229283, ECO:0000269|PubMed:7798308}; Peripheral membrane protein {ECO:0000269|PubMed:12802065, ECO:0000269|PubMed:15229283, ECO:0000269|PubMed:7798308}; Cytoplasmic side {ECO:0000269|PubMed:12802065, ECO:0000269|PubMed:15229283, ECO:0000269|PubMed:7798308}. Note=Detected as discrete intranuclear foci with IFI204 (By similarity). In interphase, localizes to the nucleoplasmic side of the nuclear pore complex (NPC) core structure, forming a fibrous structure called the nuclear basket. Detected exclusively to the cytoplasmic margin of NPC (PubMed:7798308). Docking to the inner nucleoplasmic side of the NPC is mediated through binding to nucleoporins. Anchored by NUP153 to the NPC. The assembly of the NPC is a stepwise process in which Trp-containing peripheral structures assemble after other components, including p62. Detected as filaments that emanate from the nuclear basket of the NPC and extend to the nucleolus to delineate a chromatin-free network extending from the nuclear envelope to the perinucleolar region. Detected in diffuse and discrete spheroidal intranuclear foci. Nucleocytoplasmic shuttling protein imported into the nucleus in a XPO1/CRM1- and Importin alpha/Importin beta receptor-dependent manner. Remains localized to the nuclear membrane after poliovirus (PV) infection. During mitosis, remains associated with the nuclear envelope until prometaphase. Associated with the mitotic spindle from late prometaphase until anaphase. Reorganized during mitosis in a viscous and dynamic nuclear-derived spindle matrix that embeds the microtubule spindle apparatus from pole to pole in a microtubule-independent manner. Recruited to the reforming nuclear envelope during telophase and cytokinesis. Detected at kinetochores during prometaphase (PubMed:18981471). Colocalizes with MAD2L1 in the spindle matrix but not at kinetochore (PubMed:19273613). Colocalizes with dynein, dynactin, tubulin at kinetochore during the metaphase-anaphase transition. Colocalizes with DYNLL1 at the mitotic spindle. {ECO:0000250, ECO:0000269|PubMed:18981471, ECO:0000269|PubMed:19273613, ECO:0000269|PubMed:7798308}.","Nucleoprotein TPR (Megator) (NPC-associated intranuclear protein) (Translocated promoter region protein)","GO:0000122; GO:0000776; GO:0003682; GO:0003723; GO:0003729; GO:0005634; GO:0005635; GO:0005643; GO:0005654; GO:0005737; GO:0005868; GO:0006404; GO:0006405; GO:0006406; GO:0006606; GO:0006999; GO:0007094; GO:0010965; GO:0015631; GO:0016032; GO:0017056; GO:0019898; GO:0031072; GO:0031453; GO:0031965; GO:0031990; GO:0034399; GO:0034605; GO:0035457; GO:0042307; GO:0042405; GO:0042803; GO:0044615; GO:0045947; GO:0046827; GO:0046832; GO:0051019; GO:0051301; GO:0070840; GO:0070849; GO:0072686; GO:0090267; GO:0090316; GO:1901673",6.90781279628288e-05,6.58356143329134e-05,4.18504147196662e-05,0.00044697813898265,0.00049140178760042,0.0004684947150192,0.00041003682819562,0.00026393979976961,9.1732774806456,0.00054742990813448,0.0234661245999398,-3.0293879413564,267293,1.62955862765031,66,0,0,6.58356143329134e-05,0.0004684947150192,7.11612885770527,2.83109263492902
"141",148,200,200,200,"Q6IAA8","LAMTOR1","LTOR1_HUMAN","azurophil granule membrane [GO:0035577]; extracellular exosome [GO:0070062]; ficolin-1-rich granule membrane [GO:0101003]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; Ragulator complex [GO:0071986]; specific granule membrane [GO:0035579]; GTPase binding [GO:0051020]; cell cycle arrest [GO:0007050]; cellular protein localization [GO:0034613]; cellular response to amino acid stimulus [GO:0071230]; cholesterol homeostasis [GO:0042632]; endosomal transport [GO:0016197]; endosome organization [GO:0007032]; lysosome localization [GO:0032418]; lysosome organization [GO:0007040]; neutrophil degranulation [GO:0043312]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of TOR signaling [GO:0032008]; regulation of cell growth [GO:0001558]; regulation of cholesterol efflux [GO:0010874]; regulation of cholesterol esterification [GO:0010872]; regulation of cholesterol import [GO:0060620]; regulation of macroautophagy [GO:0016241]; regulation of receptor recycling [GO:0001919]","SUBCELLULAR LOCATION: Late endosome membrane; Lipid-anchor; Cytoplasmic side. Lysosome membrane; Lipid-anchor; Cytoplasmic side. Cell membrane.","Ragulator complex protein LAMTOR1 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1) (Lipid raft adaptor protein p18) (Protein associated with DRMs and endosomes) (p27Kip1-releasing factor from RhoA) (p27RF-Rho)","GO:0001558; GO:0001919; GO:0005764; GO:0005765; GO:0005886; GO:0007032; GO:0007040; GO:0007050; GO:0010872; GO:0010874; GO:0016197; GO:0016241; GO:0031902; GO:0032008; GO:0032418; GO:0034613; GO:0035577; GO:0035579; GO:0042632; GO:0043312; GO:0043410; GO:0045121; GO:0051020; GO:0060620; GO:0070062; GO:0071230; GO:0071986; GO:0101003",1e-07,1e-07,1e-07,0.0224507023849146,0.0324695698723194,0.032146552673252,0.0290221749768287,0.0145111874884143,9.16582397149252,0.00054927271416175,0.0234661245999398,-3.03349476104735,17745,1.62955862765031,3,3,0,1e-07,0.032146552673252,321465.52673252,18.2943045087905
