"","X.2","X.1","...1","X","PG.ProteinGroups","PG.Genes","short.name","GO","sub.cell","description","GO.ID","ConditionNorm_P_0_1","ConditionNorm_P_0_2","ConditionNorm_P_0_3","ConditionNorm_P_150_1","ConditionNorm_P_150_2","ConditionNorm_P_150_3","logFC","AveExpr","t","P.Value","adj.P.Val","B","mass","neglog.adj.P.Val.","TotalPeptidesOverallInGene","P0_Undetected","P150_Undetected","medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3","medians_.ConditionNorm_P_150_1_ConditionNorm_P_150_2_ConditionNorm_P_150_3","Ratio","Ratio_log2"
"425",442,617,617,617,"Q9Y580","RBM7","RBM7_HUMAN","nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA binding [GO:0003723]; single-stranded RNA binding [GO:0003727]; meiotic cell cycle [GO:0051321]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:21855801}. Note=Excluded from the nucleolus. {ECO:0000269|PubMed:21855801}.","RNA-binding protein 7 (RNA-binding motif protein 7)","GO:0000381; GO:0003723; GO:0003727; GO:0005634; GO:0005654; GO:0051321",0.00011612259534837,8.95448483487561e-05,0.0213000867933512,0.059432153615046,0.0665540066664114,0.0664180240268108,0.0569661433570732,0.0356516564242194,7.93738307500501,0.00099709985784259,0.0138333464880593,-4.16525709315873,30504,1.85907274501801,4,0,0,0.00011612259534837,0.0664180240268108,571.964688074319,9.15978227049757
"426",444,620,620,620,"Q9H3R0","KDM4C","KDM4C_HUMAN","nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; pericentric heterochromatin [GO:0005721]; androgen receptor binding [GO:0050681]; chromatin binding [GO:0003682]; enzyme binding [GO:0019899]; histone demethylase activity [GO:0032452]; histone demethylase activity (H3-K36 specific) [GO:0051864]; histone demethylase activity (H3-K9 specific) [GO:0032454]; zinc ion binding [GO:0008270]; blastocyst formation [GO:0001825]; histone H3-K36 demethylation [GO:0070544]; histone H3-K9 demethylation [GO:0033169]; negative regulation of histone H3-K9 trimethylation [GO:1900113]; positive regulation of cell proliferation [GO:0008284]; positive regulation of gene expression [GO:0010628]; positive regulation of neuron differentiation [GO:0045666]; regulation of stem cell differentiation [GO:2000736]; regulation of stem cell population maintenance [GO:2000036]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription, DNA-templated [GO:0006351]","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00537}.","Lysine-specific demethylase 4C (EC 1.14.11.-) (Gene amplified in squamous cell carcinoma 1 protein) (GASC-1 protein) (JmjC domain-containing histone demethylation protein 3C) (Jumonji domain-containing protein 2C)","GO:0000790; GO:0001825; GO:0003682; GO:0005654; GO:0005721; GO:0006351; GO:0006357; GO:0008270; GO:0008284; GO:0010628; GO:0019899; GO:0032452; GO:0032454; GO:0033169; GO:0045666; GO:0050681; GO:0051864; GO:0070544; GO:1900113; GO:2000036; GO:2000736",0.0479469618163423,4.68965016367735e-05,4.51998120923601e-05,0.166040571087712,0.168563724598198,0.138930152484555,0.141831796680131,0.0869289177167561,7.92411242027683,0.00100391995738461,0.0138605723148585,-4.17356745243924,119982,1.85821883696423,5,0,0,4.68965016367735e-05,0.166040571087712,3540.57478260836,11.7897678734182
"427",445,621,621,621,"Q96T58","SPEN","MINT_HUMAN","extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcriptional repressor complex [GO:0017053]; DNA binding [GO:0003677]; nucleic acid binding [GO:0003676]; RNA binding [GO:0003723]; RNA polymerase II transcription factor binding [GO:0001085]; transcriptional repressor activity, RNA polymerase II transcription factor binding [GO:0001191]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; Notch signaling pathway [GO:0007219]; positive regulation of neurogenesis [GO:0050769]; transcription, DNA-templated [GO:0006351]; viral process [GO:0016032]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11331609}. Note=Associates with chromatin.","Msx2-interacting protein (SMART/HDAC1-associated repressor protein) (SPEN homolog)","GO:0000122; GO:0000398; GO:0001085; GO:0001191; GO:0003676; GO:0003677; GO:0003723; GO:0005634; GO:0005654; GO:0006351; GO:0007219; GO:0016032; GO:0017053; GO:0045892; GO:0050769; GO:0070062",7.12267946596494e-05,9.4862880164765e-05,0.00010076708411429,0.061240286575193,0.0915134731435147,0.0955900219989967,0.0826923083195886,0.0414351064127738,7.91927130804577,0.00100642206730945,0.0138727421838468,-4.17660207781225,402248,1.85783768473761,33,0,0,9.4862880164765e-05,0.0915134731435147,964.692121771626,9.9139247743688
"428",446,622,622,622,"Q8NF37","LPCAT1","PCAT1_HUMAN","azurophil granule membrane [GO:0035577]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]; membrane [GO:0016020]; plasma membrane [GO:0005886]; 1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; 1-acylglycerophosphocholine O-acyltransferase activity [GO:0047184]; 1-alkenylglycerophosphocholine O-acyltransferase activity [GO:0047159]; 1-alkylglycerophosphocholine O-acetyltransferase activity [GO:0047192]; 1-alkylglycerophosphocholine O-acyltransferase activity [GO:0047191]; 2-acylglycerol-3-phosphate O-acyltransferase activity [GO:0047144]; calcium ion binding [GO:0005509]; negative regulation of phosphatidylcholine biosynthetic process [GO:2001246]; neutrophil degranulation [GO:0043312]; phosphatidic acid biosynthetic process [GO:0006654]; phosphatidylcholine acyl-chain remodeling [GO:0036151]; phosphatidylcholine biosynthetic process [GO:0006656]; phosphatidylglycerol acyl-chain remodeling [GO:0036148]; phospholipid biosynthetic process [GO:0008654]; positive regulation of protein catabolic process [GO:0045732]; retina development in camera-type eye [GO:0060041]; surfactant homeostasis [GO:0043129]","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:21498505}; Single-pass type II membrane protein {ECO:0000269|PubMed:21498505}. Golgi apparatus membrane {ECO:0000269|PubMed:21498505}; Single-pass type II membrane protein {ECO:0000269|PubMed:21498505}. Lipid droplet {ECO:0000269|PubMed:21498505}. Note=May adopt a monotopic topology when embedded in the lipid monolayer of the lipid droplet, with both termini exposed to the cytoplasm. {ECO:0000269|PubMed:21498505}.","Lysophosphatidylcholine acyltransferase 1 (LPC acyltransferase 1) (LPCAT-1) (LysoPC acyltransferase 1) (EC 2.3.1.23) (1-acylglycerophosphocholine O-acyltransferase) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acetyl-CoA:lyso-platelet-activating factor acetyltransferase) (Acetyl-CoA:lyso-PAF acetyltransferase) (Lyso-PAF acetyltransferase) (LysoPAFAT) (Acyltransferase-like 2) (Phosphonoformate immuno-associated protein 3)","GO:0000139; GO:0003841; GO:0005509; GO:0005783; GO:0005789; GO:0005794; GO:0005811; GO:0005886; GO:0006654; GO:0006656; GO:0008654; GO:0016020; GO:0016021; GO:0035577; GO:0036148; GO:0036151; GO:0043129; GO:0043312; GO:0045732; GO:0047144; GO:0047159; GO:0047184; GO:0047191; GO:0047192; GO:0060041; GO:2001246",0.00023340985232279,0.00016981678065912,0.00023106145056382,0.0228314052251135,0.0358528584891041,0.0334169567676219,0.0304889774660979,0.0154559180942309,7.91484619998216,0.00100871582069161,0.013882005506624,-4.1793773478518,59151,1.8575477876605,11,0,0,0.00023106145056382,0.0334169567676219,144.623677753603,7.17615995908474
"429",447,623,623,623,"Q96FE5","LINGO1","LIGO1_HUMAN","extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; epidermal growth factor receptor binding [GO:0005154]; axonogenesis [GO:0007409]; negative regulation of axonogenesis [GO:0050771]; signal transduction [GO:0007165]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9D1T0}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q9D1T0}.","Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 (Leucine-rich repeat and immunoglobulin domain-containing protein 1) (Leucine-rich repeat neuronal protein 1) (Leucine-rich repeat neuronal protein 6A)","GO:0005154; GO:0005615; GO:0005886; GO:0007165; GO:0007409; GO:0016021; GO:0050771",1e-07,1e-07,1e-07,0.0438105340724855,0.0314428662843747,0.0501132711626849,0.041788790506515,0.0208944952532575,7.90711512025694,0.00101273853719117,0.0139149949893362,-4.18422925154915,69876,1.85651694571542,10,3,0,1e-07,0.0438105340724855,438105.340724855,18.7409182763844
"430",448,624,624,624,"Q92759","GTF2H4","TF2H4_HUMAN","core TFIIH complex portion of holo TFIIH complex [GO:0000438]; holo TFIIH complex [GO:0005675]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]; ATP-dependent DNA helicase activity [GO:0004003]; DNA binding transcription factor activity [GO:0003700]; double-stranded DNA binding [GO:0003690]; 7-methylguanosine mRNA capping [GO:0006370]; DNA repair [GO:0006281]; global genome nucleotide-excision repair [GO:0070911]; nucleotide-excision repair [GO:0006289]; nucleotide-excision repair, DNA incision [GO:0033683]; nucleotide-excision repair, DNA incision, 5'-to lesion [GO:0006296]; nucleotide-excision repair, preincision complex assembly [GO:0006294]; nucleotide-excision repair, preincision complex stabilization [GO:0006293]; phosphorylation of RNA polymerase II C-terminal domain [GO:0070816]; termination of RNA polymerase I transcription [GO:0006363]; transcription by RNA polymerase II [GO:0006366]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription initiation from RNA polymerase I promoter [GO:0006361]; transcription initiation from RNA polymerase II promoter [GO:0006367]; transcription-coupled nucleotide-excision repair [GO:0006283]","SUBCELLULAR LOCATION: Nucleus.","General transcription factor IIH subunit 4 (Basic transcription factor 2 52 kDa subunit) (BTF2 p52) (General transcription factor IIH polypeptide 4) (TFIIH basal transcription factor complex p52 subunit)","GO:0000438; GO:0003690; GO:0003700; GO:0004003; GO:0005634; GO:0005654; GO:0005669; GO:0005675; GO:0006281; GO:0006283; GO:0006289; GO:0006293; GO:0006294; GO:0006296; GO:0006361; GO:0006363; GO:0006366; GO:0006367; GO:0006368; GO:0006370; GO:0016607; GO:0033683; GO:0070816; GO:0070911",0.00017002160523441,0.0001555825329702,0.00020497082685749,0.0104694813787157,0.0165807500449061,0.0138696034360773,0.0134630866315457,0.00690840163746021,7.90036149933003,0.00101626866644444,0.013941121449943,-4.18847110065624,52186,1.85570228937056,6,0,0,0.00017002160523441,0.0138696034360773,81.5755351618706,6.3500646417812
"431",449,625,625,625,"Q9UBI9","HECA","HDC_HUMAN","cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleus [GO:0005634]; negative regulation of mitotic cell cycle [GO:0045930]; respiratory tube development [GO:0030323]",NA,"Headcase protein homolog (hHDC)","GO:0005634; GO:0005737; GO:0016020; GO:0030323; GO:0045930",7.20395133730241e-05,0.00027796172257744,2.64078092979973e-05,0.0386087871810214,0.0428582405134894,0.0587468377418997,0.0466124854637207,0.0234317124136098,7.89123373086778,0.00102106363604854,0.0139844875593207,-4.19420913790021,58837,1.85435344307413,5,0,0,7.20395133730241e-05,0.0428582405134894,594.926846487251,9.21656847214757
"432",450,626,626,626,"P36873","PPP1CC","PP1G_HUMAN","cleavage furrow [GO:0032154]; condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; focal adhesion [GO:0005925]; midbody [GO:0030496]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleus [GO:0005634]; protein phosphatase type 1 complex [GO:0000164]; protein-containing complex [GO:0032991]; PTW/PP1 phosphatase complex [GO:0072357]; lamin binding [GO:0005521]; metal ion binding [GO:0046872]; phosphatase activity [GO:0016791]; phosphoprotein phosphatase activity [GO:0004721]; protein C-terminus binding [GO:0008022]; protein domain specific binding [GO:0019904]; protein kinase binding [GO:0019901]; protein N-terminus binding [GO:0047485]; protein phosphatase 1 binding [GO:0008157]; protein serine/threonine phosphatase activity [GO:0004722]; protein-containing complex binding [GO:0044877]; RNA binding [GO:0003723]; cell cycle [GO:0007049]; cell division [GO:0051301]; circadian regulation of gene expression [GO:0032922]; entrainment of circadian clock by photoperiod [GO:0043153]; glycogen metabolic process [GO:0005977]; neuron differentiation [GO:0030182]; positive regulation of glial cell proliferation [GO:0060252]; protein dephosphorylation [GO:0006470]; regulation of circadian rhythm [GO:0042752]; regulation of nucleocytoplasmic transport [GO:0046822]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11739654}. Nucleus. Nucleus, nucleolus {ECO:0000269|PubMed:11739654, ECO:0000269|PubMed:20926688}. Nucleus, nucleoplasm {ECO:0000269|PubMed:11739654}. Nucleus speckle {ECO:0000269|PubMed:11739654}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:12529430}. Cleavage furrow {ECO:0000269|PubMed:12529430}. Midbody {ECO:0000269|PubMed:12529430}. Mitochondrion {ECO:0000269|PubMed:17936702}. Note=Colocalizes with SPZ1 in the nucleus (By similarity). Colocalizes with URI1 at mitochondrion (PubMed:17936702). Rapidly exchanges between the nucleolar, nucleoplasmic and cytoplasmic compartments (PubMed:11739654). Highly mobile in cells and can be relocalized through interaction with targeting subunits (PubMed:17965019). In the presence of PPP1R8 relocalizes from the nucleolus to nuclear speckles (PubMed:11739654). Shows a dynamic targeting to specific sites throughout the cell cycle (PubMed:12529430). Highly concentrated in nucleoli of interphase cells and localizes at kinetochores early in mitosis (PubMed:12529430). Relocalization to chromosome-containing regions occurs at the transition from early to late anaphase (PubMed:12529430). Also accumulates at the cleavage furrow and midbody by telophase (PubMed:12529430). {ECO:0000250|UniProtKB:P63087, ECO:0000269|PubMed:11739654, ECO:0000269|PubMed:12529430, ECO:0000269|PubMed:17936702, ECO:0000269|PubMed:17965019}.","Serine/threonine-protein phosphatase PP1-gamma catalytic subunit (PP-1G) (EC 3.1.3.16) (Protein phosphatase 1C catalytic subunit)","GO:0000164; GO:0000777; GO:0003723; GO:0004721; GO:0004722; GO:0005521; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0005741; GO:0005829; GO:0005925; GO:0005977; GO:0006470; GO:0007049; GO:0008022; GO:0008157; GO:0016607; GO:0016791; GO:0019901; GO:0019904; GO:0030182; GO:0030496; GO:0032154; GO:0032922; GO:0032991; GO:0042752; GO:0043153; GO:0043197; GO:0044877; GO:0046822; GO:0046872; GO:0047485; GO:0051301; GO:0060252; GO:0072357",1e-07,1e-07,1e-07,0.0560178801942903,0.0554873845802809,0.0363135110251767,0.0492728252665826,0.0246365126332913,7.88788588567177,0.0010228292250768,0.0139856451711594,-4.19631516009759,36984,1.8543174944114,3,3,0,1e-07,0.0554873845802809,554873.845802809,19.0818002770297
"433",451,627,627,627,"Q9UHV9","PFDN2","PFD2_HUMAN","cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; prefoldin complex [GO:0016272]; protein binding involved in protein folding [GO:0044183]; unfolded protein binding [GO:0051082]; positive regulation of cytoskeleton organization [GO:0051495]; protein folding [GO:0006457]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17936702}. Cytoplasm {ECO:0000269|PubMed:17936702}. Mitochondrion {ECO:0000269|PubMed:17936702}.","Prefoldin subunit 2","GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006457; GO:0016272; GO:0044183; GO:0051082; GO:0051495",1e-07,1e-07,1e-07,0.0249833408769902,0.0157020423280364,0.0224360392451507,0.0210403741500591,0.0105202870750295,7.88488342379406,0.00102441583204637,0.0139856451711594,-4.19820457469586,16648,1.8543174944114,4,3,0,1e-07,0.0224360392451507,224360.392451507,17.7754584861355
"434",452,628,628,628,"Q9ULJ6","ZMIZ1","ZMIZ1_HUMAN","cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; zinc ion binding [GO:0008270]; artery morphogenesis [GO:0048844]; cell aging [GO:0007569]; developmental growth [GO:0048589]; heart morphogenesis [GO:0003007]; in utero embryonic development [GO:0001701]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of transcription by RNA polymerase II [GO:0045944]; transcription, DNA-templated [GO:0006351]; vasculogenesis [GO:0001570]; vitellogenesis [GO:0007296]","SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000269|PubMed:14609956}. Cytoplasm {ECO:0000269|PubMed:14609956}.","Zinc finger MIZ domain-containing protein 1 (PIAS-like protein Zimp10) (Retinoic acid-induced protein 17)","GO:0001570; GO:0001701; GO:0003007; GO:0005654; GO:0005737; GO:0006351; GO:0007296; GO:0007569; GO:0008270; GO:0016607; GO:0043231; GO:0045582; GO:0045747; GO:0045944; GO:0048146; GO:0048589; GO:0048844",0.0140619241085673,0.0374207020784961,0.0281242265826822,0.166538550368964,0.153959828711851,0.215802600235149,0.152231375515406,0.102651305347618,7.87625298554127,0.00102899319563371,0.0140257671251983,-4.20363909912907,115483,1.85307337612317,5,0,0,0.0281242265826822,0.166538550368964,5.92153351770789,2.56597084340351
"435",453,629,629,629,"O14682","ENC1","ENC1_HUMAN","Cul3-RING ubiquitin ligase complex [GO:0031463]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; neuronal cell body [GO:0043025]; nuclear chromatin [GO:0000790]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; actin binding [GO:0003779]; multicellular organism development [GO:0007275]; negative regulation of translation [GO:0017148]; nervous system development [GO:0007399]; positive regulation of neuron projection development [GO:0010976]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; protein ubiquitination [GO:0016567]","SUBCELLULAR LOCATION: Nucleus matrix {ECO:0000269|PubMed:19424503}. Cytoplasm {ECO:0000269|PubMed:19424503}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:19424503}.","Ectoderm-neural cortex protein 1 (ENC-1) (Kelch-like protein 37) (Nuclear matrix protein NRP/B) (p53-induced gene 10 protein)","GO:0000790; GO:0003779; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005856; GO:0007275; GO:0007399; GO:0010499; GO:0010976; GO:0016363; GO:0016567; GO:0017148; GO:0031463; GO:0043025",1e-07,1e-07,1e-07,0.0534860767273173,0.0338155205711032,0.0499771362160094,0.0457594778381433,0.0228798389190716,7.83843521727487,0.00104934717641426,0.0142804639588332,-4.22751392664749,66130,1.84525768251167,7,3,0,1e-07,0.0499771362160094,499771.362160094,18.9309087090881
"436",455,632,632,632,"P10645","CHGA","CMGA_HUMAN","chromaffin granule [GO:0042583]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; mast cell granule [GO:0042629]; perinuclear region of cytoplasm [GO:0048471]; secretory granule [GO:0030141]; transport vesicle membrane [GO:0030658]; adenylate cyclase-activating adrenergic receptor signaling pathway involved in cardiac muscle relaxation [GO:0086030]; antimicrobial humoral response [GO:0019730]; defense response to fungus [GO:0050832]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087]; killing of cells of other organism [GO:0031640]; mast cell activation [GO:0045576]; mast cell chemotaxis [GO:0002551]; mast cell cytokine production [GO:0032762]; mast cell degranulation [GO:0043303]; negative regulation of blood vessel diameter [GO:0097756]; negative regulation of catecholamine secretion [GO:0033604]; negative regulation of neuron death [GO:1901215]; organelle organization [GO:0006996]; positive regulation of cAMP metabolic process [GO:0030816]; positive regulation of cardiac muscle contraction [GO:0060452]; positive regulation of dense core granule biogenesis [GO:2000707]; positive regulation of phospholipase C-activating G-protein coupled receptor signaling pathway [GO:1900738]; positive regulation of relaxation of cardiac muscle [GO:1901899]; regulation of blood pressure [GO:0008217]; regulation of the force of heart contraction [GO:0002026]","SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle lumen {ECO:0000250}. Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000250}. Secreted. Note=Associated with the secretory granule membrane through direct interaction to SCG3 that in turn binds to cholesterol-enriched lipid rafts in intragranular conditions. {ECO:0000250}.; SUBCELLULAR LOCATION: Serpinin: Secreted {ECO:0000250|UniProtKB:P26339}. Cytoplasmic vesicle, secretory vesicle {ECO:0000250|UniProtKB:P26339}. Note=Pyroglutaminated serpinin localizes to secretory vesicle. {ECO:0000250|UniProtKB:P26339}.","Chromogranin-A (CgA) (Pituitary secretory protein I) (SP-I) [Cleaved into: Vasostatin-1 (Vasostatin I); Vasostatin-2 (Vasostatin II); EA-92; ES-43; Pancreastatin; SS-18; WA-8; WE-14; LF-19; Catestatin (SL21); AL-11; GV-19; GR-44; ER-37; GE-25; Serpinin-RRG; Serpinin; p-Glu serpinin precursor]","GO:0002026; GO:0002551; GO:0005576; GO:0005615; GO:0006996; GO:0008217; GO:0019730; GO:0030141; GO:0030658; GO:0030816; GO:0031640; GO:0032762; GO:0033604; GO:0042583; GO:0042629; GO:0043303; GO:0045087; GO:0045576; GO:0048471; GO:0050829; GO:0050830; GO:0050832; GO:0060452; GO:0086030; GO:0097756; GO:1900738; GO:1901215; GO:1901899; GO:2000707",1e-07,3.84968376936786e-06,1.40100422466715e-06,0.0310140149734364,0.0269256184027184,0.0193381226792597,0.0257574684558068,0.0128805177905681,7.81298375927935,0.00106332206394088,0.0144019570685663,-4.24363817385917,50688,1.8415784880209,5,1,0,1.40100422466715e-06,0.0269256184027184,19218.7988648752,14.2302305530265
"437",456,634,634,634,"Q9P1Z2","CALCOCO1","CACO1_HUMAN","cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; armadillo repeat domain binding [GO:0070016]; beta-catenin binding [GO:0008013]; chromatin binding [GO:0003682]; ligand-dependent nuclear receptor transcription coactivator activity [GO:0030374]; protein C-terminus binding [GO:0008022]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]; transcription cofactor activity [GO:0003712]; transcription regulatory region DNA binding [GO:0044212]; intracellular steroid hormone receptor signaling pathway [GO:0030518]; positive regulation of gene expression [GO:0010628]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; signal transduction [GO:0007165]; transcription, DNA-templated [GO:0006351]; Wnt signaling pathway [GO:0016055]","SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=Shuttles between nucleus and cytoplasm. {ECO:0000250}.","Calcium-binding and coiled-coil domain-containing protein 1 (Calphoglin) (Coiled-coil coactivator protein) (Sarcoma antigen NY-SAR-3)","GO:0000790; GO:0000980; GO:0003682; GO:0003712; GO:0003713; GO:0005634; GO:0005829; GO:0006351; GO:0007165; GO:0008013; GO:0008022; GO:0010628; GO:0016055; GO:0030374; GO:0030518; GO:0043231; GO:0043565; GO:0044212; GO:0045893; GO:0045944; GO:0070016",0.00202249216638446,0.00409062981314504,0.00632190002334347,0.0557881517122662,0.0715795554880881,0.0473756247642608,0.0541027699872474,0.0311963923279147,7.79435824249639,0.0010736928718417,0.0144965472917429,-4.25546691259066,77336,1.83873542333054,6,0,0,0.00409062981314504,0.0557881517122662,13.6380347918537,3.76956386532646
"438",457,635,635,635,"A6NNY8","USP27X","UBP27_HUMAN","cytosol [GO:0005829]; nucleus [GO:0005634]; Lys48-specific deubiquitinase activity [GO:1990380]; Lys63-specific deubiquitinase activity [GO:0061578]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; positive regulation of apoptotic process [GO:0043065]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]; protein K63-linked deubiquitination [GO:0070536]; protein stabilization [GO:0050821]; ubiquitin-dependent protein catabolic process [GO:0006511]","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q8CEG8}. Nucleus {ECO:0000250|UniProtKB:Q8CEG8}.","Ubiquitin carboxyl-terminal hydrolase 27 (EC 3.4.19.12) (Deubiquitinating enzyme 27) (Ubiquitin carboxyl-terminal hydrolase 22-like) (Ubiquitin thioesterase 27) (Ubiquitin-specific-processing protease 27) (X-linked ubiquitin carboxyl-terminal hydrolase 27)","GO:0004843; GO:0005634; GO:0005829; GO:0006511; GO:0016579; GO:0043065; GO:0050821; GO:0061578; GO:0070536; GO:0071108; GO:1990380",0.0262266138423385,0.0210724818146263,0.0218668282647095,0.0619408461807498,0.048933042662856,0.0526033183808509,0.0314370944342608,0.0387738551910218,7.7841783963664,0.00107941317546783,0.01455082957796,-4.26194232410449,49630,1.83711224579423,5,0,0,0.0218668282647095,0.0526033183808509,2.4056217821835,1.26640983625445
"439",459,638,638,638,"Q8IW70","TMEM151B","T151B_HUMAN","integral component of membrane [GO:0016021]","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.","Transmembrane protein 151B (Transmembrane protein 193)","GO:0016021",1e-07,1e-07,1e-07,0.0544825759702502,0.0458914443185562,0.0720036462219814,0.0574591221702626,0.0287296610851313,7.75948100706106,0.00109344633825338,0.0146646257673595,-4.27768293340587,61506,1.83372901548224,3,3,0,1e-07,0.0544825759702502,544825.759702502,19.0554353909228
"440",460,639,639,639,"Q53EL6","PDCD4","PDCD4_HUMAN","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; RNA binding [GO:0003723]; apoptotic process [GO:0006915]; BMP signaling pathway [GO:0030509]; cell aging [GO:0007569]; cellular response to lipopolysaccharide [GO:0071222]; epithelial to mesenchymal transition involved in cardiac fibroblast development [GO:0060940]; interleukin-12-mediated signaling pathway [GO:0035722]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell cycle [GO:0045786]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of JUN kinase activity [GO:0043508]; negative regulation of myofibroblast differentiation [GO:1904761]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of vascular smooth muscle cell differentiation [GO:1905064]; negative regulation of vascular smooth muscle cell proliferation [GO:1904706]; positive regulation of endothelial cell apoptotic process [GO:2000353]; positive regulation of inflammatory response [GO:0050729]; positive regulation of NIK/NF-kappaB signaling [GO:1901224]; positive regulation of vascular associated smooth muscle cell apoptotic process [GO:1905461]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q61823}. Cytoplasm {ECO:0000250|UniProtKB:Q61823}. Note=Shuttles between the nucleus and cytoplasm (By similarity). Predominantly nuclear under normal growth conditions, and when phosphorylated at Ser-457 (PubMed:16357133). {ECO:0000269|PubMed:16357133}.","Programmed cell death protein 4 (Neoplastic transformation inhibitor protein) (Nuclear antigen H731-like) (Protein 197/15a)","GO:0003723; GO:0005634; GO:0005737; GO:0005829; GO:0006915; GO:0007569; GO:0030509; GO:0035722; GO:0043066; GO:0043508; GO:0045786; GO:0045892; GO:0050729; GO:0060940; GO:0071222; GO:1900016; GO:1901224; GO:1904706; GO:1904761; GO:1905064; GO:1905461; GO:2000353",6.99592645450877e-07,1.51680688189322e-05,1e-07,0.0321965242082322,0.0280767773245566,0.0435562426308131,0.0346045255007125,0.0173075853041777,7.75728045015243,0.00109470746090452,0.0146646257673595,-4.27908754023281,51735,1.83372901548224,6,1,0,6.99592645450877e-07,0.0321965242082322,46021.8162920824,15.4900303014833
