,X.2,X.1,...1,X,PG.ProteinGroups,PG.Genes,short.name,GO,sub.cell,description,GO.ID,ConditionNorm_P_0_1,ConditionNorm_P_0_2,ConditionNorm_P_0_3,ConditionNorm_P_50_1,ConditionNorm_P_50_2,ConditionNorm_P_50_3,median,Log2,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog.adj.P.Val.,TotalPeptidesOverallInGene,P0_Undetected,P50_Undetected,medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3,medians_.ConditionNorm_P_50_1_ConditionNorm_P_50_2_ConditionNorm_P_50_3,Ratio,Ratio_log2
239,254,373,373,373,Q8NFP4,MDGA1,MDGA1_HUMAN,anchored component of plasma membrane [GO:0046658]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; brain development [GO:0007420]; neuron migration [GO:0001764]; spinal cord association neuron differentiation [GO:0021527],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15922729}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:15922729}. Note=Associated with lipid rafts.",MAM domain-containing glycosylphosphatidylinositol anchor protein 1 (GPI and MAM protein) (GPIM) (Glycosylphosphatidylinositol-MAM) (MAM domain-containing protein 3),GO:0001764; GO:0005576; GO:0005615; GO:0005886; GO:0007420; GO:0021527; GO:0046658,5.67772885844096E-05,6.78960913219683E-05,8.32366234636109E-05,0.0161879514884989,0.0107673170616976,0.0123322334437978,0.0123322334437978,-6.3414220853709300,0.0130265306635414,0.00658256866622738,8.37952623784343,0.00080901631336196,0.0185303821599329,-4.40067955193946,105790,1.73211562394939,19,0,0,6.78960913219683E-05,0.0123322334437978,181.633923303735,7.50488986603513
240,255,375,375,375,Q02127,DHODH,PYRD_HUMAN,cytosol [GO:0005829]; integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; dihydroorotate dehydrogenase activity [GO:0004152]; drug binding [GO:0008144]; FMN binding [GO:0010181]; ubiquinone binding [GO:0048039]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; female pregnancy [GO:0007565]; lactation [GO:0007595]; positive regulation of apoptotic process [GO:0043065]; pyrimidine nucleoside biosynthetic process [GO:0046134]; regulation of mitochondrial fission [GO:0090140]; response to caffeine [GO:0031000]; response to L-arginine [GO:1903576]; response to starvation [GO:0042594],SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:10727948}; Single-pass membrane protein {ECO:0000269|PubMed:10727948}.,"Dihydroorotate dehydrogenase (quinone), mitochondrial (DHOdehase) (EC 1.3.5.2) (Dihydroorotate oxidase)",GO:0004152; GO:0005654; GO:0005739; GO:0005743; GO:0005829; GO:0006207; GO:0007565; GO:0007595; GO:0008144; GO:0010181; GO:0016021; GO:0031000; GO:0042594; GO:0043025; GO:0043065; GO:0044205; GO:0046134; GO:0048039; GO:0090140; GO:1903576,1E-07,1E-07,1E-07,0.00016108240570973,0.00020747673026981,0.00017066386538833,0.00017066386538833,-12.51655475026130000,0.00017964100045596,8.992050022798E-05,8.33939613088812,0.00082503826974227,0.0188313851816086,-4.42462535729883,42867,1.72511773337668,6,3,0,1E-07,0.00017066386538833,1706.6386538833,10.7369419139502
241,256,377,377,377,O15173,PGRMC2,PGRC2_HUMAN,integral component of membrane [GO:0016021]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; heme binding [GO:0020037]; steroid binding [GO:0005496]; steroid hormone receptor activity [GO:0003707],SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.,Membrane-associated progesterone receptor component 2 (Progesterone membrane-binding protein) (Steroid receptor protein DG6),GO:0003707; GO:0005496; GO:0005635; GO:0016020; GO:0016021; GO:0020037,0.00010550711453626,0.0004249719407362,0.00026894867214045,0.0273909059310439,0.0271498013349447,0.0183075850027028,0.0271498013349447,-5.2029145484352800,0.0240162881804262,0.0122746199993507,8.3232005396018,0.00083161395511051,0.0188313851816086,-4.43431819178712,23818,1.72511773337668,3,0,0,0.00026894867214045,0.0271498013349447,100.947891353658,6.65746696507617
242,257,378,378,378,P08243,ASNS,ASNS_HUMAN,cytosol [GO:0005829]; asparagine synthase (glutamine-hydrolyzing) activity [GO:0004066]; ATP binding [GO:0005524]; cofactor binding [GO:0048037]; protein homodimerization activity [GO:0042803]; asparagine biosynthetic process [GO:0006529]; cellular amino acid biosynthetic process [GO:0008652]; cellular response to glucose starvation [GO:0042149]; cellular response to hormone stimulus [GO:0032870]; glutamine metabolic process [GO:0006541]; L-asparagine biosynthetic process [GO:0070981]; liver development [GO:0001889]; negative regulation of apoptotic process [GO:0043066]; PERK-mediated unfolded protein response [GO:0036499]; positive regulation of mitotic cell cycle [GO:0045931]; response to amino acid [GO:0043200]; response to follicle-stimulating hormone [GO:0032354]; response to light stimulus [GO:0009416]; response to mechanical stimulus [GO:0009612]; response to methotrexate [GO:0031427]; response to toxic substance [GO:0009636],NA,Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) (Cell cycle control protein TS11) (Glutamine-dependent asparagine synthetase),GO:0001889; GO:0004066; GO:0005524; GO:0005829; GO:0006529; GO:0006541; GO:0008652; GO:0009416; GO:0009612; GO:0009636; GO:0031427; GO:0032354; GO:0032870; GO:0036499; GO:0042149; GO:0042803; GO:0043066; GO:0043200; GO:0045931; GO:0048037; GO:0070981,0.00034873468782658,0.00013664364530289,0.00022381923381879,0.00355863213391587,0.00247174498038007,0.00356472450417871,0.00355863213391587,-8.13446147966078000,0.00296196801717546,0.00171738319757049,8.31980921788585,0.00083299898179527,0.0188313851816086,-4.43634995976334,64370,1.72511773337668,15,0,0,0.00022381923381879,0.00355863213391587,15.8995814309553,3.99091688080997
243,258,379,379,379,Q13569,TDG,TDG_HUMAN,"nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; PML body [GO:0016605]; ATP binding [GO:0005524]; chloride ion binding [GO:0031404]; damaged DNA binding [GO:0003684]; DNA binding [GO:0003677]; DNA N-glycosylase activity [GO:0019104]; double-stranded DNA binding [GO:0003690]; G/U mismatch-specific uracil-DNA glycosylase activity [GO:0043739]; magnesium ion binding [GO:0000287]; mismatched DNA binding [GO:0030983]; protein domain specific binding [GO:0019904]; protein homodimerization activity [GO:0042803]; protein kinase C binding [GO:0005080]; protein self-association [GO:0043621]; pyrimidine-specific mismatch base pair DNA N-glycosylase activity [GO:0008263]; RNA polymerase II transcription cofactor activity [GO:0001104]; sodium ion binding [GO:0031402]; SUMO binding [GO:0032183]; transcription factor binding [GO:0008134]; uracil DNA N-glycosylase activity [GO:0004844]; base-excision repair [GO:0006284]; base-excision repair, AP site formation [GO:0006285]; chromatin organization [GO:0006325]; depyrimidination [GO:0045008]; DNA demethylation [GO:0080111]; embryo development [GO:0009790]; mismatch repair [GO:0006298]; negative regulation of chromatin binding [GO:0035562]; negative regulation of protein binding [GO:0032091]; negative regulation of transcription by RNA polymerase II [GO:0000122]; oxidative DNA demethylation [GO:0035511]; regulation of DNA N-glycosylase activity [GO:1902544]; regulation of gene expression, epigenetic [GO:0040029]; transcription, DNA-templated [GO:0006351]",SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:8662714}.,G/T mismatch-specific thymine DNA glycosylase (EC 3.2.2.29) (Thymine-DNA glycosylase) (hTDG),GO:0000122; GO:0000287; GO:0001104; GO:0003677; GO:0003684; GO:0003690; GO:0004844; GO:0005080; GO:0005524; GO:0005634; GO:0005654; GO:0005886; GO:0006284; GO:0006285; GO:0006298; GO:0006325; GO:0006351; GO:0008134; GO:0008263; GO:0009790; GO:0016605; GO:0019104; GO:0019904; GO:0030983; GO:0031402; GO:0031404; GO:0032091; GO:0032183; GO:0035511; GO:0035562; GO:0040029; GO:0042803; GO:0043621; GO:0043739; GO:0045008; GO:0080111; GO:1902544,0.014080469523151,0.00215523083486056,0.0041968514244679,0.0861098975212962,0.125833014308425,0.120286830558405,0.120286830558405,-3.055449395250420,0.103932396868549,0.0587770490284344,8.31308068503357,0.00083575528307972,0.0188313851816086,-4.44038324371658,46053,1.72511773337668,4,0,0,0.0041968514244679,0.120286830558405,28.6612077466277,4.8410274990917
244,259,380,380,380,Q9C0I3,CCSER1,CCSE1_HUMAN,NA,NA,Serine-rich coiled-coil domain-containing protein 1 (Coiled-coil serine-rich protein 1),NA,0.402060563659314,0.40018366600985,0.296862977149747,0.995962451309469,0.880232807175636,0.803928870100635,0.880232807175636,-0.184042951435349,0.527005640588943,0.629871889234109,8.30411868906303,0.0008394438234383,0.0188313851816086,-4.44575981114037,99510,1.72511773337668,5,0,0,0.40018366600985,0.880232807175636,2.19957205138395,1.13722286038501
245,260,381,381,381,Q02543,RPL18A,RL18A_HUMAN,"cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; membrane [GO:0016020]; polysomal ribosome [GO:0042788]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; response to antineoplastic agent [GO:0097327]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]",NA,60S ribosomal protein L18a (Large ribosomal subunit protein eL20),GO:0000184; GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0006412; GO:0006413; GO:0006614; GO:0016020; GO:0022625; GO:0042788; GO:0097327,0.00128737600769133,0.00513675885907952,0.00235790825988423,0.0148987910443423,0.0128313232134546,0.0129654298460577,0.0129654298460577,-6.2691861527701000,0.0106378336590665,0.00824626453841827,8.30328734279111,0.00083978699183691,0.0188313851816086,-4.44625882004852,20762,1.72511773337668,4,0,0,0.00235790825988423,0.0129654298460577,5.49869987167961,2.45909054401739
246,261,382,382,382,Q9NRW7,VPS45,VPS45_HUMAN,endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; blood coagulation [GO:0007596]; intracellular protein transport [GO:0006886]; vesicle docking involved in exocytosis [GO:0006904],SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Endosome membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Note=Associated with Golgi/endosomal vesicles and the trans-Golgi network. {ECO:0000250}.,Vacuolar protein sorting-associated protein 45 (h-VPS45) (hlVps45),GO:0000139; GO:0005794; GO:0006886; GO:0006904; GO:0007596; GO:0010008; GO:0016021,0.00031015710868567,0.00046175754970963,0.00067415008323402,0.0401728861697747,0.0436444633718487,0.0284107407465521,0.0401728861697747,-4.6376340760825600,0.0369273418488487,0.0189456925049675,8.29866175200455,0.0008416995034144,0.0188313851816086,-4.4490360992865,65077,1.72511773337668,12,0,0,0.00046175754970963,0.0401728861697747,86.9999552688134,6.44294275408462
247,262,384,384,384,P16298,PPP3CB,PP2BB_HUMAN,"calcineurin complex [GO:0005955]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; T-tubule [GO:0030315]; Z disc [GO:0030018]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; calmodulin-dependent protein phosphatase activity [GO:0033192]; drug binding [GO:0008144]; enzyme binding [GO:0019899]; protein dimerization activity [GO:0046983]; protein phosphatase 2B binding [GO:0030346]; protein serine/threonine phosphatase activity [GO:0004722]; axon extension [GO:0048675]; calcineurin-NFAT signaling cascade [GO:0033173]; calcium ion regulated exocytosis [GO:0017156]; cellular response to drug [GO:0035690]; dephosphorylation [GO:0016311]; Fc-epsilon receptor signaling pathway [GO:0038095]; heart development [GO:0007507]; learning [GO:0007612]; locomotion involved in locomotory behavior [GO:0031987]; lymphangiogenesis [GO:0001946]; memory [GO:0007613]; negative regulation of T cell mediated cytotoxicity [GO:0001915]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; protein dephosphorylation [GO:0006470]; protein phosphorylation [GO:0006468]; regulation of insulin secretion [GO:0050796]; regulation of synaptic plasticity [GO:0048167]; response to cytokine [GO:0034097]; signal transduction [GO:0007165]; social behavior [GO:0035176]; T cell activation [GO:0042110]; T cell differentiation [GO:0030217]; T cell homeostasis [GO:0043029]; T cell proliferation [GO:0042098]; Wnt signaling pathway, calcium modulating pathway [GO:0007223]",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19154138}.,Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform (EC 3.1.3.16) (CAM-PRP catalytic subunit) (Calmodulin-dependent calcineurin A subunit beta isoform) (CNA beta),GO:0001915; GO:0001946; GO:0004722; GO:0005509; GO:0005516; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0005955; GO:0006468; GO:0006470; GO:0007165; GO:0007223; GO:0007507; GO:0007612; GO:0007613; GO:0008144; GO:0016311; GO:0017156; GO:0019899; GO:0030018; GO:0030217; GO:0030315; GO:0030346; GO:0031987; GO:0033173; GO:0033192; GO:0034097; GO:0035176; GO:0035690; GO:0035774; GO:0038095; GO:0042098; GO:0042110; GO:0043029; GO:0045893; GO:0045944; GO:0046983; GO:0048167; GO:0048675; GO:0050796,1.3395282877886E-05,1E-07,1E-07,0.0184532848752234,0.014621937084901,0.0226597450338345,0.0184532848752234,-5.7599785360165500,0.0185737905703603,0.00929142704613945,8.29125642106273,0.00084477241936188,0.0188313851816086,-4.45348522515842,59024,1.72511773337668,9,2,0,1E-07,0.0184532848752234,184532.848752234,17.493518128195
248,263,385,385,385,P18074,ERCC2,ERCC2_HUMAN,"core TFIIH complex [GO:0000439]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; holo TFIIH complex [GO:0005675]; MMXD complex [GO:0071817]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]; transcription factor TFIID complex [GO:0005669]; 4 iron, 4 sulfur cluster binding [GO:0051539]; 5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; ATP-dependent DNA helicase activity [GO:0004003]; DNA binding [GO:0003677]; DNA-dependent ATPase activity [GO:0008094]; metal ion binding [GO:0046872]; protein C-terminus binding [GO:0008022]; protein N-terminus binding [GO:0047485]; 7-methylguanosine mRNA capping [GO:0006370]; aging [GO:0007568]; apoptotic process [GO:0006915]; bone mineralization [GO:0030282]; cell proliferation [GO:0008283]; central nervous system myelin formation [GO:0032289]; chromosome segregation [GO:0007059]; embryonic cleavage [GO:0040016]; embryonic organ development [GO:0048568]; erythrocyte maturation [GO:0043249]; extracellular matrix organization [GO:0030198]; global genome nucleotide-excision repair [GO:0070911]; hair cell differentiation [GO:0035315]; hair follicle maturation [GO:0048820]; hematopoietic stem cell differentiation [GO:0060218]; in utero embryonic development [GO:0001701]; multicellular organism growth [GO:0035264]; nucleotide-excision repair [GO:0006289]; nucleotide-excision repair, DNA incision [GO:0033683]; nucleotide-excision repair, DNA incision, 5'-to lesion [GO:0006296]; nucleotide-excision repair, preincision complex assembly [GO:0006294]; nucleotide-excision repair, preincision complex stabilization [GO:0006293]; positive regulation of DNA binding [GO:0043388]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; post-embryonic development [GO:0009791]; protein phosphorylation [GO:0006468]; regulation of mitotic cell cycle phase transition [GO:1901990]; response to hypoxia [GO:0001666]; response to oxidative stress [GO:0006979]; spinal cord development [GO:0021510]; termination of RNA polymerase I transcription [GO:0006363]; transcription by RNA polymerase II [GO:0006366]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription initiation from RNA polymerase I promoter [GO:0006361]; transcription initiation from RNA polymerase II promoter [GO:0006367]; transcription-coupled nucleotide-excision repair [GO:0006283]; UV protection [GO:0009650]; viral process [GO:0016032]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20797633}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:20797633}.",General transcription and DNA repair factor IIH helicase subunit XPD (TFIIH subunit XPD) (EC 3.6.4.12) (Basic transcription factor 2 80 kDa subunit) (BTF2 p80) (CXPD) (DNA excision repair protein ERCC-2) (DNA repair protein complementing XP-D cells) (TFIIH basal transcription factor complex 80 kDa subunit) (TFIIH 80 kDa subunit) (TFIIH p80) (Xeroderma pigmentosum group D-complementing protein),GO:0000439; GO:0001666; GO:0001701; GO:0003677; GO:0004003; GO:0005524; GO:0005634; GO:0005654; GO:0005669; GO:0005675; GO:0005737; GO:0005819; GO:0005829; GO:0006283; GO:0006289; GO:0006293; GO:0006294; GO:0006296; GO:0006361; GO:0006363; GO:0006366; GO:0006367; GO:0006368; GO:0006370; GO:0006468; GO:0006915; GO:0006979; GO:0007059; GO:0007568; GO:0008022; GO:0008094; GO:0008283; GO:0009650; GO:0009791; GO:0016032; GO:0021510; GO:0030198; GO:0030282; GO:0032289; GO:0033683; GO:0035264; GO:0035315; GO:0040016; GO:0043139; GO:0043249; GO:0043388; GO:0045893; GO:0045944; GO:0046872; GO:0047485; GO:0048568; GO:0048820; GO:0051539; GO:0060218; GO:0070911; GO:0071817; GO:1901990,0.00032537872352156,0.00215633786380897,0.00038983699738146,0.0534992921206415,0.0427340001426951,0.0351357532021828,0.0427340001426951,-4.5484718220671400,0.0428324972936025,0.0223734331750386,8.27874158037021,0.00084999677272964,0.0188986295443267,-4.46101212262548,86909,1.72356968804454,10,0,0,0.00038983699738146,0.0427340001426951,109.620175688146,6.77636954178168
249,264,386,386,386,Q96K37,SLC35E1,S35E1_HUMAN,Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021],SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.,Solute carrier family 35 member E1,GO:0005794; GO:0016021,0.00357174070822772,1E-07,1E-07,0.0427020592870577,0.0370059904598055,0.0282412966030778,0.0370059904598055,-4.7560973593815700,0.0347924685472378,0.0185868811763615,8.24791743506582,0.0008630335751066,0.0191126028938693,-4.47959380989404,44773,1.71868016352236,3,2,0,1E-07,0.0370059904598055,370059.904598055,18.49739930483
250,265,389,389,389,Q8WYK1,CNTNAP5,CNTP5_HUMAN,integral component of membrane [GO:0016021]; cell adhesion [GO:0007155],SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.,Contactin-associated protein-like 5 (Cell recognition molecule Caspr5),GO:0007155; GO:0016021,6.97168680854679E-05,0.00011078947285617,5.18008254725662E-05,0.0672182623393035,0.0556903875304898,0.0430999887609693,0.0556903875304898,-4.1664278578801400,0.0552587771547828,0.0277068242995295,8.22128576577352,0.00087449422666389,0.0192433691008816,-4.49569749658842,145623,1.71571888999943,17,0,0,6.97168680854679E-05,0.0556903875304898,798.807936441112,9.64170485631644
251,266,390,390,390,Q13825,AUH,AUHM_HUMAN,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; enoyl-CoA hydratase activity [GO:0004300]; itaconyl-CoA hydratase activity [GO:0050011]; methylglutaconyl-CoA hydratase activity [GO:0004490]; mRNA 3'-UTR binding [GO:0003730]; branched-chain amino acid catabolic process [GO:0009083]; fatty acid beta-oxidation [GO:0006635]; leucine catabolic process [GO:0006552],SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q9JLZ3}.,"Methylglutaconyl-CoA hydratase, mitochondrial (EC 4.2.1.18) (AU-specific RNA-binding enoyl-CoA hydratase) (AU-binding protein/enoyl-CoA hydratase) (Itaconyl-CoA hydratase) (EC 4.2.1.56)",GO:0003730; GO:0004300; GO:0004490; GO:0005739; GO:0005759; GO:0006552; GO:0006635; GO:0009083; GO:0050011,0.00018757378220493,0.00028821191988196,0.00017695946387592,0.0371306863273459,0.0484289835832206,0.0317472177618172,0.0371306863273459,-4.7512442074151700,0.0388847141688069,0.0196599388063911,8.19665051865424,0.00088526155508264,0.0193052480030343,-4.51063493314552,35609,1.7143246148813,7,0,0,0.00018757378220493,0.0371306863273459,197.952431789105,7.62900998034826
252,267,391,391,391,Q86TN4,TRPT1,TRPT1_HUMAN,"tRNA 2'-phosphotransferase activity [GO:0000215]; regulation of protein kinase activity [GO:0045859]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]",NA,tRNA 2'-phosphotransferase 1 (EC 2.7.1.160),GO:0000215; GO:0006388; GO:0045859,9.45344863038658E-05,0.00012831005431077,0.00012540126004199,0.00027258118982557,0.00028682599768443,0.00029310876926241,0.00028682599768443,-11.76753658483120000,0.00016809005203859,0.0002001269595715,8.19328037867506,0.00088674709546979,0.0193052480030343,-4.51268146885432,27742,1.7143246148813,3,0,0,0.00012540126004199,0.00028682599768443,2.28726567490939,1.19362395018912
253,268,393,393,393,Q6Y7W6,GIGYF2,GGYF2_HUMAN,cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; perikaryon [GO:0043204]; protein-containing complex [GO:0032991]; proximal dendrite [GO:1990635]; cadherin binding [GO:0045296]; proline-rich region binding [GO:0070064]; RNA binding [GO:0003723]; adult locomotory behavior [GO:0008344]; cellular protein metabolic process [GO:0044267]; feeding behavior [GO:0007631]; homeostasis of number of cells within a tissue [GO:0048873]; insulin-like growth factor receptor signaling pathway [GO:0048009]; mitotic G1 DNA damage checkpoint [GO:0031571]; mRNA destabilization [GO:0061157]; multicellular organism growth [GO:0035264]; musculoskeletal movement [GO:0050881]; negative regulation of translation [GO:0017148]; neuromuscular process controlling balance [GO:0050885]; post-embryonic development [GO:0009791]; posttranscriptional gene silencing [GO:0016441]; spinal cord motor neuron differentiation [GO:0021522],NA,GRB10-interacting GYF protein 2 (PERQ amino acid-rich with GYF domain-containing protein 2) (Trinucleotide repeat-containing gene 15 protein),GO:0003723; GO:0005768; GO:0005783; GO:0005794; GO:0005829; GO:0007631; GO:0008344; GO:0009791; GO:0010494; GO:0016020; GO:0016021; GO:0016441; GO:0017148; GO:0021522; GO:0031571; GO:0032991; GO:0035264; GO:0043204; GO:0044267; GO:0045296; GO:0048009; GO:0048873; GO:0050881; GO:0050885; GO:0061157; GO:0070064; GO:1990635,1.1083218555429E-05,1E-07,1.99569898102302E-06,0.0404839198353928,0.0632111646487033,0.0519027997953641,0.0519027997953641,-4.2680438257206500,0.0518615684539746,0.0259351771994995,8.19074508622255,0.00088786664520143,0.0193052480030343,-4.51422152707155,150070,1.7143246148813,19,1,0,1.99569898102302E-06,0.0519027997953641,26007.3289052631,14.6666306137779
254,270,397,397,397,O15068,MCF2L,MCF2L_HUMAN,cytoplasm [GO:0005737]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; extracellular space [GO:0005615]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; plasma membrane [GO:0005886]; guanyl-nucleotide exchange factor activity [GO:0005085]; phosphatidylinositol binding [GO:0035091]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; G-protein coupled receptor signaling pathway [GO:0007186]; intracellular signal transduction [GO:0035556]; positive regulation of apoptotic process [GO:0043065]; positive regulation of Rho protein signal transduction [GO:0035025]; regulation of Rho protein signal transduction [GO:0035023]; regulation of small GTPase mediated signal transduction [GO:0051056],SUBCELLULAR LOCATION: Isoform 5: Cytoplasm {ECO:0000269|PubMed:15157669}. Cell membrane {ECO:0000269|PubMed:15157669}; Peripheral membrane protein {ECO:0000269|PubMed:15157669}; Cytoplasmic side {ECO:0000269|PubMed:15157669}.; SUBCELLULAR LOCATION: Isoform 3: Cytoplasm {ECO:0000269|PubMed:15157669}. Endomembrane system {ECO:0000269|PubMed:15157669}. Note=Interaction with membranes enriched in phosphoinositides is mediated by the CRAL-TRIO domain. {ECO:0000269|PubMed:15157669}.; SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q64096}. Cell membrane {ECO:0000250|UniProtKB:Q64096}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q64096}; Cytoplasmic side {ECO:0000250|UniProtKB:Q64096}.,Guanine nucleotide exchange factor DBS (DBL's big sister) (MCF2-transforming sequence-like protein),GO:0005085; GO:0005089; GO:0005615; GO:0005737; GO:0005829; GO:0005886; GO:0007186; GO:0012505; GO:0031234; GO:0035023; GO:0035025; GO:0035091; GO:0035556; GO:0043065; GO:0051056,6.34606732832394E-05,1E-07,1E-07,0.0511488208487143,0.0420657288797647,0.032679253136418,0.0420657288797647,-4.5712108474654000,0.0419433807305379,0.0209929105896967,8.1509703767149,0.00090565853555691,0.0195275492805219,-4.5384376308286,128109,1.7093522575176,13,2,0,1E-07,0.0420657288797647,420657.288797647,18.6822858167461
255,271,398,398,398,P16949,STMN1,STMN1_HUMAN,cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; intracellular [GO:0005622]; membrane [GO:0016020]; microtubule [GO:0005874]; neuron projection [GO:0043005]; tubulin binding [GO:0015631]; axonogenesis [GO:0007409]; brain development [GO:0007420]; establishment of skin barrier [GO:0061436]; hepatocyte growth factor receptor signaling pathway [GO:0048012]; intracellular signal transduction [GO:0035556]; microtubule depolymerization [GO:0007019]; mitotic cytokinesis [GO:0000281]; mitotic spindle organization [GO:0007052]; negative regulation of guanyl-nucleotide exchange factor activity [GO:1905098]; negative regulation of microtubule polymerization [GO:0031115]; negative regulation of Rho protein signal transduction [GO:0035024]; negative regulation of stress fiber assembly [GO:0051497]; negative regulation of thrombin-activated receptor signaling pathway [GO:0070495]; neuron projection development [GO:0031175]; positive regulation of cellular component movement [GO:0051272]; regulation of microtubule polymerization or depolymerization [GO:0031110]; response to virus [GO:0009615]; signal transduction [GO:0007165],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.",Stathmin (Leukemia-associated phosphoprotein p18) (Metablastin) (Oncoprotein 18) (Op18) (Phosphoprotein p19) (pp19) (Prosolin) (Protein Pr22) (pp17),GO:0000281; GO:0005622; GO:0005737; GO:0005829; GO:0005874; GO:0007019; GO:0007052; GO:0007165; GO:0007409; GO:0007420; GO:0009615; GO:0015631; GO:0016020; GO:0031110; GO:0031115; GO:0031175; GO:0035024; GO:0035556; GO:0043005; GO:0048012; GO:0051272; GO:0051497; GO:0061436; GO:0070062; GO:0070495; GO:1905098,0.00105623495775059,0.00160550093190265,0.00090458068229631,0.0122890142307896,0.0108346054112174,0.0158403577660905,0.0122890142307896,-6.3464869959022000,0.011799220278716,0.00708838233000785,8.14011070246984,0.00091059167813259,0.0195845848362187,-4.54506739149853,17303,1.70808563040922,8,0,0,0.00105623495775059,0.0122890142307896,11.6347353783489,3.54036649319528
